message_id,split,similarity_group_id,target,row_sha256,oof_fold_id,text_probability_oof
msg-47117df3b3b1a90068af,train,sim-cd13898f16fec3e7c621,0,6b5b4d64418330c39d0a488d182e3607d82c4ee9d17e45e3b2e7324ad1371df0,4,0.47882226089286195
msg-def7e3ea00c9ca11e444,train,sim-9c587de5a938dc4cae40,0,43465d5e9fb7a2f1935b468fbfa446b3fb293f72c9853b2cd3df5e2e3252c6b2,1,0.38677362541194327
msg-562fede28b6237d3c910,train,sim-4e8ab6dd8f4e3190b115,0,b4b4c8c360211357f3f61b5f66e3fe1dbcb4e4327878b9786b644fdd835c78bc,1,0.2770319221658954
msg-8323b8f8a163d454bda7,train,sim-ff28b1d00f7b007b655a,0,66d1f375da0a894b3a38b047d43b4124f8e59bf60762dbda43fc4e272b5afe36,2,0.18534574342395513
msg-018ff56a19f05b63f7f1,train,sim-920e3f19ca399206dd1f,0,856399f57ea0cb655d841ea351e578d50c210c2649e2dc09c91ccfff6111a6cb,2,0.10772796687544879
msg-e7229ba3bb2b559a04f4,train,sim-69996b14e087ea0889e2,0,f6b06b0984708da3776c974129e0f74abee32f552bfca83c4bef3a6395f8d451,3,0.14239802253725917
msg-f0a3f2387d520f4943e1,train,sim-ca3d3ec6169909acc57a,0,36617d82daa1064c6348ef97945b52e839bf106e78a46fb7798a1ce392a6dfe1,2,0.1406558150075148
msg-ce6e8882987410ea9dcb,train,sim-09ad6c232861a60332ea,0,5040d49dcd629d63a106b2401f7b6f88ee03e2ceb349acba212b371ebca60836,1,0.1943748179419291
msg-7d02f906fd8f286e9462,train,sim-08260692792e45210e02,0,2b13b9d7b3b1db0f7b92844d40c3f369dd06029770e4510a4d3b95ba324eb247,4,0.3317612831286983
msg-caac6f247eab53782bdb,train,sim-5001b98d3d48eda4f358,0,f34be5722549bae0340b498eeb7ac9514c7cb313aead2726420d0c82e0d9c88f,4,0.2913807037034224
msg-84f1241d96b4bfbe42c8,train,sim-ff2b5ed2e0ca3dcd4d02,0,f2a7e1d2d45e3fa9b1f48f0c4aaa73ebbbb1d92470c284b7a69d0134f04b3cc0,0,0.10905520158457842
msg-156bbfc36ff5805e450a,train,sim-50acb2deebdae9666042,0,796eca0658b3eff47b4a0b589aa1b530469db0556b92b0f24d74750024e4f1ab,4,0.10906903103680943
msg-5a6ff41aa9722bc88706,train,sim-7ba834b64ee09cc9ce6b,0,2d2d9fc0035f58344d884be3d50d67790e5d81ba25779df1d90caf2d0e91cf23,3,0.13528257488818968
msg-cc4bc145dc58fae4132a,train,sim-a63596dc62cf60164ff3,0,3dee7598d2b8f2f8c3819cc07402f8bc10fac1319b74622222117c7a588fd46a,3,0.33377928630791315
msg-1f9076a4ec4db45e80ee,train,sim-d5b9de1c40330ac8fb99,0,7cbffd04748fe7c4ad52814e62ae4e408ba37c6d800e044a660049ec0016bb20,1,0.2616443814286308
msg-5c8fac6ba2ef477cb6fc,train,sim-96f65418af22144d8270,0,7e91e1ecf17abce20bd6b7e3903dd6fdd8043f1480e3d8f1530e0795d42f7882,0,0.5927128149189306
msg-23b949fd96dae3784f8d,train,sim-86cc15035e7469cf92b1,0,1d72ac2f25e6dfac7707d1b1bcf34ece78d7f7080461c8fd5aefd50f1381d8d8,3,0.31966706058766364
msg-6ffae768f85635a8e7d7,train,sim-de0e64511719985a151d,0,1f900aafc5ef5ea225d1e8c7d1fd58279b1dfd16ebd86170c615648258e94c83,4,0.278627909206388
msg-f09e811af0e300064e7c,train,sim-4c8c341e9f44cd8213e5,0,41c976fcc6914eb91daa3943b6e5d5af99fc53a4264b91819d013bcb6bd6c4b6,4,0.3160217453875054
msg-85f4d95af13cd6c5dc00,train,sim-79579c745d072167a397,0,cfa5cc7bce39d310ec7ec601ffa0c0c3a85c96948d14b15232891e23cb4cd5a9,4,0.18208942258869185
msg-b1a7f0ed0d339d33c2f9,train,sim-cb1f01cf1eef659e1771,0,6e15950bb9e6b35bc0b75cbd21daf61894f2b1ee1e7be001ca7b52059797ecb1,2,0.1794839349507373
msg-1f0d0fbab0ad066091b1,train,sim-f1d3518877cf586fc938,0,e1ec304fc527f589e0f27ce4e637b070a34a877928e2b5d0279aec168031e2cd,4,0.18937930137053782
msg-d196d2ab044d4fe78423,train,sim-dd4c200a2f889b41f376,0,c053344a7d2b35e1eb0a9f3067eba2404a43420c2e028a1723217a8b540c42ef,1,0.1755018169537923
msg-c77a2ab7f5ebcb835ce1,train,sim-a324fb0c568eaab5afd5,0,a5d2aecde47dbc608b5ed67005104cad284b69a3fe98e8a73cb987d880ebafc6,3,0.3764630688815163
msg-f4cf02f30faa9f1a0341,train,sim-45774a2f9cbc138122b8,0,0b1d1e2f545ca6c00084bc287c2b5900eefefac2ae53963a861dfb77b4e13f61,4,0.19536834444973558
msg-5f29f56cd3d0a81ad0f0,train,sim-1c0031aafeab900fb2c8,0,8b3a3b3ae1cf2ed7e474d4c16199c4ef1354c5524f3ef648e1c62926910019d2,1,0.2233762376730198
msg-053785582f2d9ed1abb9,train,sim-5a990ce5f491a6e18edd,0,63d613f1a07ba6d5d2b9380b4e2f24739786c601267ea9566a9dd0e56e7d1f53,4,0.13476396518005296
msg-810241ccc026df966e44,train,sim-7bcdcad932bac196b23e,0,9849eb56272f2fa139ddb71bf42f436952cb38252698ff8ef822f1feec182b4c,0,0.1763362069349732
msg-a7b5be1131f65aadef67,train,sim-7bcdcad932bac196b23e,0,98bc3fa78bc9d79641ef36e59dc395823f97ecaafb2ceb31fbe5e0850c505fd3,0,0.1766266441451894
msg-49cce5e13e6897255f4f,train,sim-203dc4be0100ab242299,0,2c9b5e035b6b7ca72f89faf6fc0c6056220a2ad298eb64c576bfed8c6b5eef0e,0,0.16607338292088916
msg-57283bf94b320a85245a,train,sim-7c8c5a7bb1de96d1dfc5,0,854ba5acafedf285e7fcd7918cc4fd63be23fad3c2d37af783c498a6558cd6c6,3,0.300284850730189
msg-94e1378065f7a7b8e74e,train,sim-36a04e7e5d5033fbd224,0,9fb9c8ddc61da2edf1e71b0cafe5583f855b575053ea307422ef7e54b0789ef8,0,0.2452165476970169
msg-8d5486702f768c167122,train,sim-7713684a43cf2cb3200d,0,f0d41e250d20d31c5248686607b41d0cf99d93895c5e53086852406ec537b068,3,0.16436564936822207
msg-2c928199205b3cceb85d,train,sim-5681ae5f89ecde213d38,0,81fca15f41748985097b2ff57b329e56985f563070a09a1a1927c1b6fbb26752,3,0.22298446074598655
msg-defa37c8b743e737085b,train,sim-b0ab4b8c8e66d0098d07,0,ad6049e3750be524c43a941946c3dd9c55a3007d35d1263dc927ade2cc9b9510,0,0.2614467172887615
msg-d8a604b728c5e43632eb,train,sim-e70c1d7b835aa700ac81,0,0aac63fd08cc9c6473f6b9e005ca908a1ae665c5e036327421b66a4256c2d446,2,0.24570720231124427
msg-162e458347cc4239dbc4,train,sim-4781e4decc9fe3958564,0,597876a382bd5834d4df3f2a14bb0be13d98454135d2f5f86edcfd6b357153b8,1,0.2327234648598252
msg-244792d8e76e70275460,train,sim-6b127d2ce313885a091b,0,6b151b221415303d6b0f75b838d29489edd09a9b4b6d92ac018626c4875dcadd,1,0.29577073802692
msg-0aeff7474ed6af02a747,train,sim-4a1084b29ee05e63e861,0,e4f0fb6d969d40c143abfb84deb3418eee0792b44e01c8a7dd59d64b7e85814d,3,0.19606041429226626
msg-3be783148c7ea591a6af,train,sim-a919ddfb755edf6ddaa6,0,c749170eab884a2cfffdf31f303027f3b120db6ac63dd6fe667b4408090968e7,3,0.09791733014519204
msg-001d594cae67fd50f532,train,sim-518315bdc62e21afab86,0,9c0e3adcabf44adb37a70283b2dab721db03297eb4a2d9f92c365d224c56588f,1,0.09991354996101248
msg-ebf3216449aa0c9c1dcd,train,sim-9397a72e792be6d211dc,0,dabd2049b198775d7780b575b9ab465c898ac9522964ef6e6dab891ee5d366e1,1,0.12562332890353725
msg-7fdf5a5a4b1d0cedd5db,train,sim-9b0f4aa08348eed83db6,0,c0c7874eddaa04946832d6e24ffac15d830ab9281c4d3213a43120c465e10811,1,0.17968830647098774
msg-4346e72f78ae3d5ba235,train,sim-b1522a8680b349528127,0,340fc0c7dff01bfbc8c880e719855c8358c47408920c1f37d19d6349f8e2850e,3,0.27995077115745576
msg-578d7967b9a79874d1bb,train,sim-33bed2fb624e2b9a5d65,0,fe0dff5ce8a1d28875cc635c14088a9b7c7c41bab9030ab73cd2d66c69532837,3,0.19034357784982864
msg-29c545e52c9813e635fa,train,sim-dea667140728f1bc5aea,0,f48e50552ac8245a349e383cfab57d1e2e75bb2945bd26422f790bdc34e5ae10,4,0.10879081369090338
msg-8967144388f95b42f92c,train,sim-4407e52f3801536054a3,0,9822eb5fce999fcb822ca47f77c0896fd81175f9be8716e125a7c07c75730347,4,0.429670042169051
msg-df09a7053b52fa72cd77,train,sim-8692f8c2b8b349e9ca35,0,9da5c169b173c968f75aaceeb1fba85d2edec3b2c6ad6d0e4f9b213eee2d1329,0,0.1412793651170209
msg-5052c7243f9985cc9bcf,train,sim-84040d040f3bf75befb1,0,0d07b9ff29b2496df0c02111e7d459b2c8f494694d80d8c2fbce200ed28f7857,2,0.09463371522798869
msg-0ff297fa4e3b7b6f1651,train,sim-7218111a312eb89d3d18,0,8870093eb5a339707bdc17da9c8d4c6edd3ee967161761aa007884dd91f2dd0b,0,0.23434504742481202
msg-ae997a122033f3cccb2c,train,sim-6f8dd8a4990e63c94708,0,87d07c9452b9ea3e00bcc494ee8e48b7b0ed8fc5339bc435f67edac545e72333,4,0.2775866517172931
msg-e52383be8a543c0fb898,train,sim-b24b1b328f775ae1320f,0,eb5956bd2b32225034dcd9305ac19484284e33c58faeb9c5c1eabd1a75171ccb,3,0.1825468243130211
msg-d3430bd37b963ae322c7,train,sim-b24b1b328f775ae1320f,0,5bd36b6173b3126932424b7dd04d5f7dc346ccf23e4eb2e453b147432e8a3e32,3,0.18044370533326348
msg-791ffeedadf652ba5fde,train,sim-01ab6a95f45be6103d52,0,dc3b125c80b24b5e4fe7604a1b4bde2f9c7e1628af9d31504313d455742188f2,1,0.36452476826841745
msg-cce4c00da9a7d9f77c32,train,sim-159f4ffd8d660e54d0e8,0,7cfb356f42b663288719bdc61e120e56de518e0b7cd1aff76f3fac5f6325becb,3,0.09118883992526013
msg-898c54a45649bd9e1dba,train,sim-abde525d6ac7b5831780,0,2fecba4f66fec8dd60a3addeeebb694eeca9a0e6a8149153abbf8a949d872856,3,0.11198530843969735
msg-63ec2e4152dedd541fbc,train,sim-e4da09da77705b20186a,0,fe4a99f8538e371a9b88dab2d4061002d101b33a79455f60ba643a7232d4bdde,1,0.14934140096350335
msg-69d76db7edd5a86af1d7,train,sim-a17a9112ddc04133629f,0,74dff95fda8ac09ad1425e634731e4042385348d5fe714e045a97eb3c378b151,0,0.08178886504201917
msg-858962b151597dd2be64,train,sim-8e9495b2b129c8e9534e,0,4c1ec3ed4d6945fc2b4fe08befb13fd64572f8dcd89bd49e15e4dde8130c1426,1,0.16962392038846086
msg-5b6dacf32eab62a8f326,train,sim-8b0a6b7ff4077dd223bd,0,53cb2f3dc7d5de531ba60032438e87fabc3a3e8f0a68383dfbf8e9954ed36176,1,0.402856349924857
msg-58763f1db8c40f82f590,train,sim-3c0e57efc972ac55322c,0,830957e7a15e6bea0eebe934994d8d4bc49838808538dd0d65c469c0a6462009,1,0.09388646233288497
msg-bcdd116e80ab14eeda7d,train,sim-6b2bc55114ddcfea459f,0,2d2a9976cf4ab5d3487b4a4c74edca58d10c5bf56227d2bb7187e7151bdf1dce,0,0.15021261930460175
msg-c6cb9735117d0df6bed5,train,sim-2caa90e4d4da74205cd8,0,236a6c6e1b37f446b250638f0606d2cd265b107cbbde4437e9d294687d4e0beb,4,0.10178339340183751
msg-a0b636be2f55b35ee533,train,sim-1d288aa9789b76769cb4,0,feb011525ef72e48a22666d405683ec01ef3d328a786a065fb60b29de76df882,0,0.11983720874095011
msg-ae4ce728d5aefd2a0697,train,sim-55f42f2f8ead14b607f0,0,97649852c1002ed7a0993c91ba7d151521ffecddf6e6bb12eeee665bec92a941,2,0.1887269367580457
msg-6b8e4c0fe0383622f24a,train,sim-8692f8c2b8b349e9ca35,0,89ee7cf347617f4fe10e40872149437314435995373d0b184f25701dce279b7e,0,0.1407889995458982
msg-cc1acd2b691da071f32b,train,sim-92661387dfc611bb6a43,0,09d81f2643e87e5b7b92f0c94b65b01959ba13ee2dce6d9663d7d6f2710cd63a,1,0.29987350539494495
msg-36bc461d0aefe348462d,train,sim-f480b07645a77aaef20d,0,9713bbcbab737875f117706d5c506b96d71d90f7e3f759509afde388903a3d19,4,0.12490726317543928
msg-2604d7fe175fb9dff159,train,sim-af9481f4f3c382fc24bc,0,700f824934c99624bed673dd528fbf82a3e66498169b9095cbcd3672c3e3cff2,2,0.5003421497942075
msg-1a5a4bda313de4d2f8ce,train,sim-c0a43cd156bbbd63432e,0,c889b8c8e8ca3e9db00d1ebc792c773d0db4ec36f49377c1bc6b0454fbc70e59,2,0.8103058489107439
msg-78dff50c48455f204c12,train,sim-4b4551a2890acfc92954,0,8782454e50fefdbbd10abf34e791bbec016935691cd3f1d175c21b8c8cf89610,4,0.35288395790719024
msg-b9b9cca33e77a658be96,train,sim-b6148eec19dd039b1a71,0,448f022e3ec5a03a2522a570ce219f4d28f3df676b5f5b0c0d11cf46df3084c0,4,0.19121349031346815
msg-303245f339547182a2da,train,sim-dc23c991d3a55644c9bf,0,53fe91c9ba36aa01803dbbb3cfb08dcef59599add5de6a579c48e2d4c8051fba,1,0.28569713637458893
msg-d4e5b94dad1d7a584475,train,sim-01ab6a95f45be6103d52,0,b099bc24a4ecb8e7b6e70ad36129fe0a09e641a71923e5957835b8922035c0d7,1,0.33728619035765356
msg-05c13fc56275c0e714d2,train,sim-a4f266dc69b4bb990555,0,a88e18855a53ab93e4b1a1ae8b63b16e2b9349d565323e9dbbb89d16c9e3da13,4,0.18921659223229256
msg-84cd1282e1f0d5ea1920,train,sim-a59da1a38cf15429974e,0,559bdf8ae024762cd0495d82fe2fe64d68ad60071582600d611568e985de5601,0,0.18296043122610584
msg-a0240257cc3201bb651a,train,sim-eef92c0806c0e7424c3c,0,10e2dfcc406ad96c202711acc73d75e5043f6eacfd8a17b0241fa16ea75b85c6,1,0.2236343985754704
msg-1b202eb569bba306871f,train,sim-9d91b8d98d525279e198,0,97b000a188785e861f48060eda93aba24d31db65d04bda5d677bdd29857e0b8d,1,0.08336812897744444
msg-f70d7e5dd68eae2026ce,train,sim-5f9210970f5b1122af91,0,9523940b165894f93919bdc773955ad0bdbeeec0eeee2ec39a2ec65a8eecb7c8,3,0.14095168232849287
msg-7f260d6b94670ae1478a,train,sim-2a33e2e2cde251b7b43e,0,f0c50f83707aaded2ee8b513aff11857378479c6b49c435cfc32dfe947ce36b3,3,0.177219738719212
msg-61c72a7771d229c148fc,train,sim-647448424a21be713140,0,c575115ea82dfa1e66596488871bc73e1cc02e3efdafc02947a226b75b6a6e2e,3,0.18031324995985273
msg-d028b9185e67164eda89,train,sim-6150592da02880dfd22d,0,14d3b1a9c4054e333d098a9fab16a9c17732420df605650a6251a43cc543ea17,4,0.12618470689569675
msg-3fe49d40d70c88bbfeb9,train,sim-be5068dd1cd8b344e2e0,0,ca6928e8c3a3c58fef72b4783dfab163d0075f00229bb5b1003ee2271385b6ea,0,0.07226031303433667
msg-14251aa27469f753be0a,train,sim-934e272978e60db5fde9,0,0545645224756caab6e6617a3d85ac672ceb3d6d36bc148a1302c4d5e82244fc,4,0.10323254643143356
msg-0cf510d896948880f1ed,train,sim-955042dce898ea3eefda,0,1086f845c0a03d15f8be45007892cf8c679df47afa541c36631e220e9c629c2a,3,0.2995802520460815
msg-f34004cacab1d81e0720,train,sim-dec2e2e3f9fec1f53f39,0,f5d08af5647f2e59d8d50116110d67abccdce6972dbe09c3328f3c1962d5da76,3,0.1346514059529097
msg-c7599d7c10ffdf67e4a3,train,sim-57323d2f59b0475293e6,0,559964d9f897e2c5d6ec9eabdd772edc7271c38d6fe7fc3b5bee1fca5542859c,0,0.12168963146746063
msg-4c9bb8aab19cd59ba6b7,train,sim-1925177f48438551c498,0,5071af5886ba5c0b98485c04f6e017374cf236706bc2198b69f6becfb2f67004,3,0.06175255926377505
msg-ff2d5911ea3f77ce92be,train,sim-a8ee4c7e4e0a718a0119,0,3ed61296d1a8850ed76b027a42e970f154bb8688127fb989c2d1d5d9d3974959,4,0.13546153159566923
msg-a0cf04835f308442dd85,train,sim-16f60b1b8cfe521671d9,0,4b582be28ab29967e25cd9d8153cc03b4971d2e2781e23df2c447d2c0d3c4f5e,1,0.06590001488413644
msg-75a632d200af9a6d861d,train,sim-3227a197434ed1f666da,0,453f949f3469ade76e098c4566eb099554352c7368f50d02c6c6951bd04dbaf8,0,0.18133866876520652
msg-2e769242afc768e6b1a9,train,sim-a757bde7627573870bf8,0,6ba3f372cba9c53b1d64280c9d35d5bcaa1cd4a09cabae5b23261576165f2d5f,4,0.07602056929473634
msg-68f7265e95dbf8bf71cc,train,sim-9b1c3b8fe50d61186cf2,0,b3d6170dc11e19e9e0272288e050933e30603be878e56d0ecc8b84b4f9d5a9a3,3,0.09332510476357317
msg-044661e6e263e97a92a9,train,sim-1bf602c5681a80b80d7b,0,eb15ab09c02baccb2c84f9e149340851d6ef558d4e4e73db4f6caa416e383a3c,2,0.22932709903536472
msg-6f25fa8b23e8b644ae16,train,sim-8cd2015d8da793062a9a,0,4c33df24ffdb23cac68fabfb34537e8ddfe99045cb8eb8896c692671778bf459,4,0.16159597956663418
msg-118d645e0e8029bfbdde,train,sim-af02c4966ff274dbcdff,0,eaf7eb3fb8dae528a3e872593bb016ab6519517d326df276c0ce830424a08222,2,0.08553651838768202
msg-83cece7b0f1d36f948ea,train,sim-4d0d0770a1c25cfb26ae,0,07af4ed5bacd7b696b04992fcd84a7f78034fd0fc2dbb82783242ed836a3c961,2,0.12571506193357934
msg-c1de8e236749699fc662,train,sim-105249a8755f97c755bc,0,eae7f97ffb46f1d768e7530dfd641621a48e50ab644719a83b9a4eeab3373631,2,0.13228660435577955
msg-3813c784060f0c4e2aa6,train,sim-b4317945bf412fd18875,0,d776df07515a37133d80f11bbf643861272fefe4a51513e28893978a663c62f0,0,0.14114650048662328
msg-ff447a6576f845d3a507,train,sim-6621a5a83d4d9417c12b,0,cf76b80f763eca2930ec76f2f56cdab3fb70fa2b1156d2dbc7353da3d1f7f21e,0,0.12314643690983985
msg-4301d7c49f5367242765,train,sim-664771b48a66878b3cc0,0,754b132b5db46b2b5b9d4d9d0246ae9cd6b393958c3f03050a2d7ae005ed030f,0,0.0815457131829862
msg-a12d80e8f8b0464ffab8,train,sim-ae7f661fb1ae073ee9b6,0,4c2165f8c2741bc962aff96c0ab7fc19fa5fee25331ce6c9b9691e5e8156bfe4,4,0.18384211096618286
msg-31081f99e28498171fd4,train,sim-6aa660bc364260c9f53f,0,e7445fe33bee3a632f265d2efac7d564ecaae3a15799303c9f5ac7986d15ba59,4,0.1336959033035185
