session_id,customer_id,login_time,channel,duration_minutes
109,5573,2024-02-14 19:52:00,app,21
110,2661,2024-09-26 13:16:00,app,59
111,1216,2024-10-12 17:07:00,web,1
112,3749,2024-12-09 08:37:00,app,4
113,4294,2024-09-03 20:45:00,app,17
114,5660,2024-10-09 06:32:00,app,17
115,2475,2024-06-09 18:33:00,app,37
116,4198,2024-05-08 21:05:00,app,58
117,692,2024-12-01 13:14:00,app,21
118,7611,2024-05-29 00:04:00,web,52
119,8645,2024-06-24 21:00:00,app,16
120,8117,2024-07-02 05:43:00,app,14
121,6860,2024-12-09 17:13:00,app,19
122,6356,2024-03-30 22:28:00,app,58
123,9104,2024-10-01 09:57:00,app,28
124,9174,2024-04-08 06:38:00,app,6
125,1528,2024-02-06 05:16:00,app,28
126,3662,2024-09-06 07:15:00,web,8
127,6549,2024-04-17 20:27:00,app,11
128,1566,2024-12-26 09:44:00,web,21
129,5620,2024-10-20 08:22:00,app,22
130,7416,2024-04-21 18:29:00,app,23
131,3046,2024-01-14 05:01:00,web,26
132,5468,2024-12-04 22:33:00,web,39
133,7172,2024-02-01 22:04:00,atm,24
134,2412,2024-03-30 02:58:00,web,16
135,1647,2024-12-14 09:27:00,web,41
136,5587,2024-08-24 16:30:00,app,2
137,593,2024-06-04 22:30:00,app,6
138,8661,2024-04-13 10:54:00,atm,30
139,2903,2024-01-14 14:49:00,app,31
140,8929,2024-10-30 16:10:00,app,41
141,375,2024-04-20 04:43:00,app,8
142,9285,2024-09-04 19:33:00,web,28
143,7865,2024-05-01 08:34:00,app,22
144,6197,2024-10-14 03:15:00,app,15
145,1844,2024-08-24 05:07:00,web,7
146,1975,2024-10-25 11:38:00,app,30
147,6817,2024-03-10 09:42:00,app,58
148,5582,2024-02-19 08:34:00,app,19
149,6580,2024-08-14 04:22:00,app,9
150,3398,2024-05-28 04:48:00,app,11
151,7206,2024-02-22 08:56:00,web,1
152,7588,2024-06-20 23:59:00,web,9
153,8029,2024-07-29 06:15:00,app,18
154,7794,2024-12-23 15:43:00,app,29
155,3712,2024-10-18 09:37:00,app,14
156,7152,2024-07-23 08:00:00,web,33
157,9614,2024-09-10 17:16:00,app,18
158,5059,2024-06-18 23:07:00,app,23
159,2289,2024-08-16 03:14:00,app,44
160,8053,2024-01-09 00:08:00,web,14
161,5895,2024-10-12 14:52:00,web,17
162,9900,2024-02-16 18:42:00,app,19
163,8962,2024-11-10 14:06:00,web,1
164,3302,2024-05-16 10:17:00,web,5
165,5443,2024-01-02 03:08:00,app,49
166,1111,2024-07-28 12:13:00,web,57
167,1762,2024-12-25 08:43:00,app,30
168,3675,2024-06-21 09:52:00,app,21
169,5108,2024-11-12 10:07:00,app,27
170,1571,2024-06-27 16:14:00,atm,60
171,490,2024-10-01 21:18:00,app,11
172,4900,2024-10-10 00:11:00,atm,3
173,9131,2024-11-16 00:43:00,app,23
174,6445,2024-05-03 00:21:00,atm,20
175,1538,2024-04-06 20:35:00,app,29
176,6257,2024-11-15 11:20:00,app,27
177,2400,2024-09-17 22:48:00,web,34
178,1369,2024-12-12 11:30:00,app,5
179,7853,2024-07-01 11:12:00,web,18
180,7746,2024-06-16 14:11:00,web,18
181,8193,2024-03-26 12:33:00,app,15
182,3632,2024-03-05 15:06:00,web,41
183,9539,2024-10-20 19:06:00,atm,38
184,5461,2024-04-06 04:27:00,app,5
185,9078,2024-05-21 16:29:00,app,12
186,4890,2024-12-23 10:17:00,app,26
187,6742,2024-02-23 10:34:00,app,44
188,8895,2024-02-10 23:51:00,app,11
189,4515,2024-06-22 09:45:00,app,20
190,5766,2024-03-22 03:14:00,app,27
191,8908,2024-08-27 12:45:00,web,1
192,9480,2024-12-02 08:08:00,web,3
193,793,2024-03-21 11:13:00,atm,29
194,67,2024-07-21 02:47:00,web,28
195,3521,2024-04-10 17:00:00,app,28
196,6220,2024-08-25 15:58:00,app,24
197,6558,2024-01-17 00:09:00,web,10
198,2394,2024-08-25 22:16:00,web,7
199,8233,2024-02-09 22:19:00,web,11
200,5574,2024-11-04 04:36:00,app,15
201,8849,2024-11-19 19:23:00,web,13
202,8282,2024-03-08 09:53:00,web,5
203,8153,2024-10-22 12:05:00,app,23
204,8365,2024-12-28 20:45:00,atm,16
205,8035,2024-12-27 02:54:00,app,13
206,4410,2024-12-02 15:16:00,app,20
207,3769,2024-12-09 23:18:00,app,3
208,1664,2024-12-12 14:33:00,app,7
209,4864,2024-01-26 04:28:00,app,27
210,5294,2024-06-23 04:09:00,web,7
211,8293,2024-11-23 13:32:00,app,18
212,9514,2024-02-03 12:21:00,app,28
213,1480,2024-05-09 08:47:00,web,1
214,6464,2024-03-30 14:30:00,app,21
215,833,2024-11-21 15:04:00,app,11
216,1514,2024-03-12 17:55:00,web,24
217,5987,2024-02-08 08:23:00,app,59
218,414,2024-04-15 14:54:00,app,2
219,8980,2023-12-31 08:43:00,app,25
220,8563,2024-10-22 05:10:00,app,12
221,2129,2024-02-21 16:18:00,app,43
222,4350,2024-12-26 02:17:00,app,20
223,2692,2024-05-29 13:07:00,web,45
224,6104,2024-06-09 13:55:00,app,26
225,7775,2024-11-24 12:10:00,app,12
226,421,2024-01-11 15:55:00,app,56
227,5298,2024-03-17 08:16:00,app,22
228,6413,2024-09-18 11:46:00,web,14
229,7865,2024-01-12 10:26:00,web,16
230,6706,2024-11-08 05:48:00,app,49
231,255,2024-06-24 00:39:00,app,26
232,6449,2024-05-31 00:22:00,app,27
233,3313,2024-07-21 22:34:00,atm,17
234,766,2024-07-05 04:33:00,app,9
235,1449,2024-09-23 05:19:00,atm,27
236,9409,2024-09-24 20:09:00,atm,1
237,2305,2024-04-22 15:54:00,app,40
238,2902,2024-03-25 12:19:00,web,6
239,2062,2024-07-08 17:54:00,app,20
240,1221,2024-06-18 01:40:00,app,43
241,5011,2024-08-26 06:03:00,app,22
242,5968,2024-12-03 10:47:00,web,7
243,8819,2024-01-12 12:12:00,app,9
244,1501,2024-10-25 12:31:00,app,18
245,3709,2024-02-21 13:06:00,app,8
246,248,2024-02-29 15:28:00,atm,54
247,7418,2024-05-27 13:59:00,atm,10
248,3208,2024-02-07 06:50:00,atm,2
249,2123,2024-06-10 16:05:00,web,27
250,2269,2024-05-07 13:15:00,app,17
251,9958,2024-02-16 15:41:00,app,29
252,4007,2024-07-09 20:20:00,app,7
253,3525,2024-04-07 15:03:00,app,11
254,3675,2024-04-06 23:30:00,web,28
255,7209,2024-11-22 10:51:00,app,2
256,901,2024-10-29 18:14:00,app,13
257,6998,2024-05-20 19:53:00,web,19
258,7209,2024-06-27 23:35:00,app,12
259,4533,2024-06-27 23:32:00,app,19
260,6509,2024-12-05 09:50:00,web,28
261,4896,2024-12-29 01:58:00,atm,27
262,5724,2024-07-04 02:19:00,app,21
263,1234,2024-02-20 01:58:00,web,48
264,6163,2024-08-21 11:06:00,app,27
265,3085,2024-12-30 17:13:00,app,45
266,4936,2024-03-15 01:15:00,app,49
267,9884,2024-08-04 08:00:00,app,18
268,2583,2024-10-12 07:49:00,atm,25
269,797,2024-06-27 10:55:00,app,8
270,703,2024-09-10 19:08:00,app,27
271,4963,2024-01-03 09:56:00,app,21
272,8858,2024-05-06 08:19:00,app,21
273,4775,2024-04-15 03:48:00,web,20
274,4926,2024-08-18 15:51:00,web,10
275,9773,2024-08-08 06:33:00,atm,23
276,2990,2024-10-01 10:56:00,app,5
277,60,2024-01-23 08:27:00,web,10
278,1132,2024-11-17 22:15:00,atm,20
279,9715,2024-07-14 12:42:00,web,14
280,4467,2024-11-07 05:16:00,app,28
281,9651,2024-10-06 09:26:00,app,3
282,9370,2024-11-25 12:28:00,web,17
283,5042,2024-04-14 03:17:00,app,48
284,3636,2024-01-09 17:27:00,app,27
285,2257,2024-08-10 07:22:00,app,35
286,8740,2024-07-09 05:44:00,atm,23
287,4978,2024-05-13 00:27:00,app,11
288,1966,2024-08-01 09:25:00,web,25
289,4724,2024-02-10 01:14:00,web,17
290,2036,2024-03-09 20:19:00,app,28
291,2131,2024-01-08 04:14:00,app,9
292,1841,2024-09-21 11:18:00,web,26
293,7892,2024-06-15 11:19:00,app,13
294,4792,2024-02-08 16:40:00,atm,41
295,6871,2024-11-02 02:42:00,app,7
296,7648,2024-11-14 19:26:00,web,4
297,9141,2024-06-18 09:41:00,app,15
298,209,2024-11-11 23:09:00,app,56
299,6153,2024-03-04 01:59:00,app,2
300,649,2024-12-18 12:19:00,app,57
301,8294,2024-06-13 19:49:00,atm,5
302,5196,2024-08-19 17:23:00,web,3
303,9852,2024-03-28 22:48:00,app,10
304,4526,2024-07-29 15:30:00,web,24
305,7606,2024-02-12 05:15:00,app,4
306,7955,2024-07-20 04:53:00,app,47
307,4015,2024-10-22 14:55:00,app,6
308,9821,2024-06-11 12:04:00,web,8
309,2623,2024-12-03 18:06:00,web,23
310,1389,2024-02-02 23:27:00,app,6
311,236,2024-03-27 18:57:00,app,23
312,9510,2024-05-20 20:21:00,app,6
313,8458,2024-09-20 01:39:00,app,1
314,8176,2024-01-27 22:34:00,atm,29
315,6849,2024-03-21 06:13:00,app,29
316,394,2024-07-06 08:14:00,app,7
317,9609,2024-06-17 16:06:00,app,50
318,157,2024-09-14 13:21:00,app,34
319,9692,2024-05-16 15:58:00,web,30
320,7357,2023-12-31 14:14:00,web,46
321,262,2024-01-06 10:03:00,app,24
322,4637,2024-06-01 17:07:00,app,21
323,7705,2024-06-14 03:37:00,app,33
324,2396,2024-02-19 20:32:00,web,47
325,9789,2024-08-05 10:44:00,app,30
326,4245,2024-09-11 12:30:00,app,5
327,2970,2024-07-21 14:02:00,app,10
328,9650,2024-09-15 04:12:00,app,17
329,2919,2024-07-30 16:12:00,web,24
330,7179,2024-04-02 19:09:00,app,27
331,7980,2024-08-28 07:34:00,app,17
332,1904,2024-10-04 19:52:00,app,13
333,2421,2024-08-08 12:11:00,app,9
334,2137,2024-08-12 09:54:00,app,13
335,7970,2024-03-17 10:35:00,app,15
336,7261,2024-02-27 20:07:00,app,12
337,2124,2024-01-13 15:02:00,web,28
338,7774,2024-08-09 00:21:00,web,26
339,4353,2024-07-01 18:06:00,atm,18
340,5032,2024-12-20 23:00:00,app,20
341,7553,2024-08-01 20:14:00,app,11
342,3259,2024-07-03 08:13:00,app,10
343,4499,2024-04-26 20:26:00,web,38
344,6482,2024-07-12 06:03:00,app,24
345,9911,2024-05-30 20:03:00,web,25
346,7806,2024-08-25 07:01:00,web,5
347,9432,2024-03-09 13:20:00,app,24
348,3294,2024-07-11 22:22:00,app,7
349,4737,2024-01-08 13:14:00,atm,17
350,4477,2024-06-03 23:57:00,app,5
351,6529,2024-03-04 16:39:00,app,29
352,8422,2024-04-15 08:17:00,web,10
353,8356,2024-05-20 16:38:00,web,10
354,430,2024-09-18 04:25:00,app,23
355,6870,2024-08-24 03:14:00,web,15
356,1189,2024-06-06 08:35:00,app,14
357,3797,2024-04-02 15:14:00,web,57
358,3331,2024-05-22 13:03:00,app,24
359,6131,2024-06-17 20:44:00,app,2
360,2908,2024-12-21 10:44:00,web,5
361,7544,2024-01-21 02:10:00,atm,15
362,998,2024-07-21 06:18:00,app,26
363,5450,2024-09-07 09:18:00,web,52
364,1166,2024-05-19 09:53:00,atm,45
365,4126,2024-05-18 18:02:00,app,2
366,8953,2024-02-13 07:48:00,web,5
367,1918,2024-04-14 15:39:00,web,19
368,5866,2024-11-03 02:22:00,app,21
369,1120,2024-07-19 16:50:00,app,12
370,6591,2024-08-17 12:16:00,atm,11
371,2917,2024-12-29 18:25:00,app,30
372,8045,2024-10-27 16:07:00,web,9
373,3164,2024-03-07 05:32:00,app,31
374,3437,2024-04-09 00:50:00,app,5
375,4403,2024-04-10 02:59:00,app,29
376,2602,2024-08-01 11:53:00,app,27
377,4405,2024-05-16 14:44:00,web,20
378,835,2024-07-14 14:43:00,web,20
379,2501,2024-10-19 13:17:00,atm,40
380,7355,2024-07-05 22:35:00,web,12
381,4944,2024-10-14 17:59:00,web,21
382,9012,2024-12-25 04:00:00,app,11
383,9508,2024-09-16 19:41:00,atm,28
384,7108,2024-03-22 17:46:00,web,50
385,1763,2024-11-04 21:27:00,app,23
386,9940,2024-12-12 18:24:00,web,3
387,1635,2024-02-08 19:21:00,web,2
388,6747,2024-03-11 09:10:00,web,13
389,2071,2024-03-15 17:59:00,web,19
390,1005,2024-01-02 16:16:00,app,11
391,9916,2024-08-05 23:30:00,app,9
392,260,2024-01-30 00:23:00,web,14
393,9403,2024-07-20 20:27:00,app,5
394,5739,2024-09-13 19:34:00,app,13
395,961,2024-05-03 20:37:00,app,3
396,9341,2024-09-03 13:08:00,app,13
397,2027,2024-02-06 02:06:00,web,11
398,9576,2024-05-23 13:41:00,atm,2
399,6934,2024-06-23 19:17:00,web,10
400,9065,2024-06-05 17:31:00,app,8
401,1297,2024-05-06 20:17:00,app,20
402,7717,2024-10-26 03:46:00,app,11
403,2554,2024-09-12 23:37:00,app,9
404,4072,2024-11-03 13:19:00,app,9
405,187,2024-11-13 03:19:00,app,13
406,6353,2024-12-24 07:27:00,app,27
407,899,2024-03-22 01:50:00,web,32
408,6735,2024-02-03 17:16:00,web,18
409,669,2024-09-27 06:32:00,web,27
410,6820,2024-03-11 09:25:00,web,9
411,3765,2024-01-25 16:10:00,web,9
412,5693,2024-10-19 17:01:00,app,23
413,3308,2024-05-16 22:55:00,atm,22
414,4910,2024-02-25 17:35:00,web,16
415,1993,2024-07-23 16:03:00,app,9
416,5746,2024-09-20 15:50:00,app,19
417,4414,2024-12-08 05:58:00,app,5
418,7342,2024-03-01 04:54:00,app,25
419,4890,2024-08-29 08:14:00,web,9
420,3410,2024-09-13 20:19:00,app,13
421,780,2024-10-01 11:59:00,web,57
422,4385,2024-02-05 03:26:00,app,17
423,4018,2024-10-23 22:03:00,web,34
424,8860,2024-02-01 20:29:00,app,26
425,5089,2024-11-17 08:21:00,app,7
426,7124,2024-03-02 20:26:00,app,57
427,2796,2024-12-08 10:13:00,app,1
428,4527,2024-01-17 04:42:00,web,14
429,1684,2024-06-19 09:14:00,web,8
430,6655,2024-10-03 22:22:00,app,27
431,773,2024-12-21 10:42:00,app,8
432,5297,2024-08-16 01:47:00,atm,8
433,5987,2024-03-04 09:36:00,web,56
434,8089,2024-05-09 14:06:00,app,30
435,4720,2024-05-25 18:32:00,web,15
436,3477,2024-08-31 06:00:00,app,56
437,8094,2024-10-10 19:22:00,app,27
438,9663,2024-04-10 03:43:00,app,43
439,305,2024-05-20 19:11:00,app,15
440,2545,2024-08-06 03:08:00,app,27
441,8095,2024-10-12 17:10:00,web,21
442,871,2024-11-24 19:05:00,app,13
443,3908,2024-08-09 11:34:00,web,14
444,4623,2024-10-17 04:01:00,web,51
445,7247,2024-02-11 04:04:00,app,18
446,1779,2024-05-14 21:01:00,app,55
447,7676,2024-08-22 12:33:00,app,7
448,8984,2024-03-05 21:27:00,app,4
449,7925,2024-06-24 01:32:00,app,8
450,526,2024-09-28 00:10:00,app,30
451,9786,2024-02-28 11:23:00,web,28
452,3345,2024-03-26 15:49:00,app,13
453,6185,2024-01-30 03:43:00,web,52
454,4798,2024-08-03 21:23:00,atm,50
455,37,2024-12-05 16:53:00,app,52
456,4897,2024-09-03 22:04:00,app,16
457,5415,2024-12-08 08:31:00,atm,30
458,6074,2024-07-21 07:19:00,app,7
459,5991,2024-04-24 15:33:00,app,45
460,7835,2024-02-15 03:22:00,app,39
461,9985,2024-07-30 20:18:00,app,29
462,4556,2024-07-15 04:16:00,app,7
463,377,2024-09-16 01:00:00,app,13
464,2656,2024-01-08 09:43:00,app,4
465,154,2024-10-19 15:39:00,web,34
466,9170,2024-04-13 01:23:00,atm,13
467,6144,2024-04-03 06:13:00,atm,8
468,2540,2024-03-10 23:54:00,atm,28
469,3206,2024-12-05 22:03:00,app,24
470,4923,2024-03-25 02:29:00,web,48
471,6030,2024-12-06 07:31:00,app,9
472,378,2024-07-17 15:42:00,app,6
473,8165,2024-05-04 17:04:00,web,13
474,3515,2024-08-30 06:43:00,app,6
475,1348,2024-07-15 18:27:00,app,12
476,4618,2024-11-25 20:53:00,app,25
477,7242,2024-07-20 07:58:00,app,17
478,6385,2024-12-28 22:11:00,app,23
479,6571,2024-12-30 11:54:00,web,23
480,110,2024-11-27 10:36:00,app,5
481,761,2024-02-14 13:42:00,app,13
482,6978,2024-02-16 21:40:00,atm,25
483,2082,2024-08-27 21:34:00,app,6
484,2762,2024-05-01 19:04:00,app,13
485,1855,2024-03-31 04:22:00,web,7
486,9757,2024-02-10 06:34:00,atm,16
487,2758,2024-06-23 11:08:00,atm,23
488,2022,2024-07-24 18:45:00,app,38
489,6716,2024-05-21 00:56:00,web,23
490,6565,2024-05-11 16:51:00,app,23
491,9793,2024-04-26 15:37:00,app,13
492,6610,2024-05-01 22:11:00,web,17
493,4846,2024-02-01 16:17:00,web,25
494,7240,2024-06-12 11:43:00,app,31
495,8610,2024-03-06 03:51:00,web,34
496,56,2024-01-26 14:24:00,app,20
497,5197,2024-12-20 03:08:00,atm,9
498,5453,2024-02-05 16:54:00,web,12
499,5479,2024-01-04 07:52:00,web,3
500,4496,2024-08-05 23:29:00,app,5
501,4553,2024-06-02 20:29:00,atm,57
502,15,2024-03-20 01:38:00,app,9
503,1323,2024-08-06 20:40:00,app,24
504,734,2024-03-07 06:48:00,web,24
505,1917,2024-11-09 03:04:00,web,6
506,8153,2024-09-29 12:58:00,atm,7
507,2839,2024-01-01 20:45:00,app,9
508,1936,2024-10-05 07:08:00,web,24
509,4615,2024-05-26 18:40:00,web,16
510,4677,2024-09-29 14:28:00,web,2
511,4807,2024-01-13 12:07:00,atm,29
512,2801,2024-02-01 14:15:00,app,15
513,9650,2024-11-24 21:28:00,atm,23
514,8958,2024-12-08 23:43:00,app,28
515,9857,2024-04-25 22:32:00,app,58
516,9083,2024-07-19 06:40:00,app,8
517,6202,2024-11-07 09:37:00,app,27
518,8039,2024-01-07 01:25:00,app,19
519,7716,2024-11-27 04:58:00,atm,5
520,8739,2024-05-08 09:23:00,app,24
521,3734,2024-06-04 07:17:00,app,21
522,4259,2024-11-13 17:16:00,web,41
523,6963,2024-08-13 01:32:00,app,23
524,3460,2024-06-07 00:38:00,app,18
525,4231,2024-04-23 09:36:00,app,29
526,4394,2024-03-16 05:34:00,web,27
527,9049,2024-07-10 09:04:00,app,21
528,6454,2024-04-07 14:44:00,app,23
529,3735,2024-08-15 16:53:00,atm,3
530,5867,2024-01-24 21:30:00,app,22
531,2545,2024-01-11 03:32:00,app,19
532,807,2024-05-30 16:15:00,web,23
533,4712,2024-09-16 03:43:00,app,28
534,9164,2024-08-17 08:46:00,web,26
535,1893,2024-09-19 23:44:00,app,50
536,1034,2024-01-14 00:02:00,app,9
537,8453,2024-10-20 16:40:00,app,21
538,6823,2024-02-10 03:42:00,app,14
539,5193,2024-10-13 19:15:00,app,24
540,1334,2024-02-19 02:24:00,app,11
541,1935,2024-10-29 01:38:00,app,12
542,4937,2024-06-19 04:01:00,web,3
543,5484,2024-01-03 19:17:00,web,18
544,2423,2024-07-18 00:18:00,app,11
545,7358,2024-04-11 21:14:00,app,27
546,8124,2024-05-08 09:43:00,app,12
547,626,2024-09-17 23:07:00,web,42
548,4177,2024-08-29 06:32:00,atm,26
549,7119,2024-06-17 16:48:00,app,44
550,1402,2024-04-29 04:58:00,web,5
551,2291,2024-02-20 14:18:00,app,8
552,4557,2024-01-24 10:16:00,web,29
553,2077,2024-09-14 09:45:00,app,16
554,2734,2024-12-21 16:03:00,web,17
555,5787,2024-10-30 14:05:00,app,6
556,5624,2024-12-17 06:57:00,app,29
557,935,2024-05-05 23:58:00,atm,19
558,6961,2024-12-28 23:30:00,web,25
559,2420,2024-07-15 20:58:00,web,3
560,5919,2024-07-17 05:26:00,app,7
561,2652,2024-01-02 08:22:00,web,9
562,1679,2024-03-27 12:39:00,app,25
563,7359,2024-07-19 00:36:00,web,18
564,5491,2024-06-08 07:08:00,web,57
565,9759,2024-08-25 07:31:00,app,23
566,9936,2024-05-16 22:27:00,app,15
567,5155,2024-08-28 11:07:00,atm,18
568,4428,2024-06-06 09:49:00,app,7
569,8711,2024-11-02 14:52:00,app,30
570,8574,2024-08-17 23:48:00,app,30
571,8527,2024-02-06 14:08:00,web,7
572,6677,2024-01-20 03:23:00,app,21
573,6755,2024-07-19 20:24:00,web,38
574,5924,2024-10-08 02:11:00,web,8
575,5836,2024-06-12 18:44:00,app,8
576,9541,2024-07-31 10:18:00,web,6
577,2027,2024-06-21 07:24:00,web,18
578,1518,2024-05-23 16:10:00,app,50
579,5274,2024-06-28 13:09:00,app,20
580,1373,2024-11-12 08:26:00,web,1
581,7000,2024-02-25 16:30:00,app,33
582,2451,2024-05-21 12:34:00,app,8
583,7754,2024-10-28 15:16:00,atm,1
584,3064,2024-06-16 16:52:00,app,15
585,9834,2024-12-28 15:49:00,app,21
586,9549,2024-02-13 09:55:00,app,17
587,9973,2024-02-11 22:18:00,app,3
588,8863,2024-02-05 22:47:00,app,17
589,6181,2024-01-14 14:59:00,app,5
590,6617,2024-06-20 08:28:00,app,19
591,8404,2024-05-11 03:57:00,app,4
592,5076,2024-02-25 20:15:00,app,54
593,6689,2024-08-24 18:45:00,app,15
594,3031,2024-05-01 14:53:00,app,14
595,6000,2024-12-12 12:59:00,app,30
596,7197,2024-05-22 19:57:00,atm,20
597,4360,2024-05-11 22:28:00,web,25
598,4076,2024-03-03 02:04:00,app,54
599,8596,2024-05-02 18:35:00,web,20
600,4076,2024-09-28 07:12:00,web,46
601,2751,2024-11-30 08:37:00,web,29
602,632,2024-05-02 08:09:00,app,33
603,9948,2024-02-11 22:45:00,app,6
604,4512,2024-07-24 02:18:00,app,4
605,5537,2024-03-28 05:30:00,app,23
606,7444,2024-07-04 11:59:00,app,27
607,6065,2024-03-01 03:19:00,app,15
608,224,2024-06-30 09:06:00,app,27
609,1207,2024-12-03 12:00:00,app,18
610,9598,2024-11-10 06:42:00,web,5
611,8317,2024-10-13 03:24:00,web,22
612,9268,2024-01-09 09:26:00,app,31
613,6391,2024-01-14 12:36:00,app,28
614,2214,2024-03-26 21:59:00,web,13
615,8199,2024-11-18 02:05:00,app,7
616,5978,2024-05-27 05:16:00,app,41
617,2572,2024-07-25 22:27:00,web,48
618,8238,2024-02-17 15:45:00,atm,7
619,5308,2024-06-25 17:43:00,atm,27
620,2049,2024-05-01 19:11:00,web,60
621,3328,2024-11-03 22:50:00,web,11
622,8659,2024-10-14 21:56:00,app,17
623,3069,2024-04-25 02:37:00,app,19
624,8249,2024-08-02 12:09:00,app,20
625,1641,2024-07-26 21:40:00,app,51
626,9532,2024-09-06 06:28:00,web,20
627,7039,2024-11-20 00:01:00,app,3
628,880,2024-10-07 19:21:00,web,6
629,8171,2024-08-03 04:16:00,app,25
630,7835,2024-06-23 04:34:00,app,41
631,9159,2024-04-12 03:07:00,app,13
632,3122,2024-11-05 19:35:00,app,13
633,1295,2024-11-12 21:39:00,app,29
634,7319,2024-04-12 02:57:00,app,58
