message_id,split,similarity_group_id,label,target,has_url,url_count,text_length,text_probability,text_probability_oof,text_probability_meta_input,oof_fold_id,sas_meta_fit_eligible,url_probability_filled,url_probability_missing,fixed_fusion_probability,url_neutral_probability,linear_cf_probability,kcbert_probability,kcbert_calibrated_probability,kcbert_cf_probability,attack_type
msg-a67739cacf95ee18716c,train,sim-bdc359ca7a54db3b1733,normal,0,0,0,57,0.16749283219985514,0.2103610389773717,0.2103610389773717,0.0,1,0.0,1,0.16749283219985514,0.32173227364231893,0.27950063312160417,,,,
msg-da9912caae19bdf2ebd7,test,sim-3ae23bd63b64897823e6,normal,0,0,0,45,0.08612519275279971,,0.08612519275279971,,1,0.0,1,0.08612519275279971,0.17225440990328342,0.11313377509481476,0.00024636884,0.007313358414459031,0.00011094276,
msg-879b8233c4a44252fb2e,train,sim-66a9257f61434632991d,normal,0,0,0,48,0.10853436981848909,0.147051485600314,0.147051485600314,4.0,1,0.0,1,0.10853436981848909,0.21723077382016318,0.15461866497197083,,,,
msg-b6516141eea563e03f12,train,sim-50b8ff85b5e1555b3d13,normal,0,1,1,39,0.45609963339470583,0.4834822521098587,0.4834822521098587,1.0,1,0.9999301942241201,0,0.6192488016435301,0.2272478246886557,0.1721593323584014,,,,
msg-f3b1854566b7e3ea18d2,validation,sim-7cbf49cd0fe03da78207,normal,0,1,1,67,0.3882464821031896,,0.3882464821031896,,1,0.12952029300308318,0,0.3106286253731577,0.20998303782034744,0.1773586305908407,0.9939825,0.953404180932471,0.00031032428,
msg-524f27917d1ff336012b,test,sim-888f61407a084add555f,normal,0,0,0,38,0.277852334110894,,0.277852334110894,,1,0.0,1,0.277852334110894,0.4658806950704479,0.4406570294620022,0.00017757049,0.0060339566644469446,0.00018185748,
msg-632a5d7cfa1a3f8ab9ac,train,sim-3fdd0e52d95004ce6f10,normal,0,1,1,75,0.256580140380973,0.361941788093661,0.361941788093661,3.0,1,0.12952029300308318,0,0.21846218616760604,0.2078291902795952,0.14156962997236125,,,,
msg-d59b022adc02558172ee,train,sim-b14b5d1d29ddbd5fc7b1,normal,0,0,0,90,0.11860246650239277,0.1440897687153865,0.1440897687153865,2.0,1,0.0,1,0.11860246650239277,0.2112075021819494,0.1458146565087963,,,,
msg-3a37aa9a4311299e0983,train,sim-7cef92ba71d0d9614e3f,normal,0,1,1,40,0.28446927912266107,0.4024366818477299,0.4024366818477299,1.0,1,0.9999226249391386,0,0.49910528286760436,0.19539103601462118,0.11812376725353751,,,,
msg-d49bc2342f2e69a3baa5,train,sim-7cdbc9e44e07fad68a73,normal,0,1,1,80,0.12809603044639845,0.1749270956797653,0.1749270956797653,2.0,1,0.9999592241982501,0,0.38965498857195396,0.10831616953316657,0.06617939876791851,,,,
msg-c4f7116cd28d2c75a781,train,sim-6c3f6e6ceb82d937d586,normal,0,1,2,73,0.5100493167440214,0.6992815052774383,0.6992815052774383,2.0,1,0.999959614774851,0,0.6570224061532703,0.16230908506605785,0.08791937861585353,,,,
msg-9898e7fad7dfdcc86d9e,test,sim-404c297e8aa43643d568,normal,0,0,0,61,0.09762534137819544,,0.09762534137819544,,1,0.0,1,0.09762534137819544,0.1827327599455354,0.11613937170965043,0.0007792796,0.014346797750574236,0.00014416211,
msg-4a82800aa012be467086,train,sim-c2bf18db290a75d1a3e7,normal,0,0,0,49,0.1313985257958207,0.1880574010278323,0.1880574010278323,2.0,1,0.0,1,0.1313985257958207,0.1806518488159871,0.1207025557569571,,,,
msg-fb0cf7d9cd51242df3cd,validation,sim-016ad2b18c0f8552f538,normal,0,1,1,85,0.11760526680638617,,0.11760526680638617,,1,0.9999612122290146,0,0.38231205043317473,0.09853201885247378,0.05871696471286283,0.00042137504,0.010017085620153438,9.447108e-05,
msg-523d153850bac68f2252,train,sim-547540653d1e7f21eedd,normal,0,1,1,44,0.3290442627780545,0.3771063048236069,0.3771063048236069,3.0,1,0.9999543367692078,0,0.5303172849754005,0.18578311529065614,0.11416018354398423,,,,
msg-18c2c8f93f103cd63104,train,sim-c2bcfd8e129d18b59aa3,normal,0,0,0,60,0.1279988653609323,0.1339270519185569,0.1339270519185569,3.0,1,0.0,1,0.1279988653609323,0.24106532879354467,0.16370335220833285,,,,
msg-bcc6c7f5f48d0ded5325,validation,sim-93720cc3f7bbf8264f93,normal,0,1,1,85,0.14427354697624176,,0.14427354697624176,,1,0.9999572016663884,0,0.40097864338328576,0.1189297166659405,0.07404801138397614,0.00038026934,0.009432775321008807,9.915424e-05,
msg-07bc9539f044ca407958,train,sim-3ed77cc38dbc4d5c2c4d,normal,0,0,0,42,0.2838750290132285,0.289047958698613,0.289047958698613,1.0,1,0.0,1,0.2838750290132285,0.45288867922097314,0.38120928168153057,,,,
msg-c7b7a42630bcb07bdb64,train,sim-ccb2d38b753627101584,normal,0,1,1,79,0.13684162412171585,0.1670019717002913,0.1670019717002913,0.0,1,0.9999592241982501,0,0.39577690414467614,0.12748003815121164,0.0720883756954425,,,,
msg-b317cba6f7783d44752c,validation,sim-52a6ea87d0606b2a041b,normal,0,0,0,66,0.16112544943456267,,0.16112544943456267,,1,0.0,1,0.16112544943456267,0.2888931678634891,0.2485763169722285,0.00068374927,0.013293057036801767,0.00023805528,
msg-d14875399f6aeb88d3fd,train,sim-6ac2ef7c0727586c8237,normal,0,1,1,48,0.12179779859450673,0.150866752320175,0.150866752320175,1.0,1,0.9999587348375228,0,0.3852460794674116,0.10025595339210067,0.07014864014420287,,,,
msg-6d20b2686c6140409c7c,train,sim-8692f8c2b8b349e9ca35,normal,0,0,0,53,0.08827365215608253,0.1356152075605481,0.1356152075605481,0.0,1,0.0,1,0.08827365215608253,0.1383532382187152,0.08290527209817601,,,,
msg-9d9448e5a0ee6d8d55b6,test,sim-edfbaaab70b033bacd7c,normal,0,0,0,68,0.20134763818252813,,0.20134763818252813,,1,0.0,1,0.20134763818252813,0.33962214163771604,0.3272955176920813,0.022155002,0.09634761589831445,0.002624657,
msg-212f4e3eb4bd796a7b82,train,sim-654c04bd0dd563c7f642,normal,0,0,0,52,0.09185390727040549,0.1260777606403975,0.1260777606403975,2.0,1,0.0,1,0.09185390727040549,0.1494415727287173,0.08486664659456221,,,,
msg-11a11ead525c10773457,train,sim-c8cc98d9fcb20539d8b5,normal,0,1,1,47,0.7077771559022993,0.8099358877705682,0.8099358877705682,1.0,1,0.9999590909488686,0,0.7954317364162701,0.4596263757084242,0.5958962696482059,,,,
msg-168706cc9aaa2ee44f65,train,sim-8b09ef9c6bb53a35e4e8,normal,0,0,0,27,0.2542790051637958,0.3759763523020029,0.3759763523020029,3.0,1,0.0,1,0.2542790051637958,0.3737599776395617,0.2944872933766723,,,,
msg-54da216c3d8dfc1166eb,test,sim-82715ee874da458a7111,normal,0,0,0,56,0.1352261682277826,,0.1352261682277826,,1,0.0,1,0.1352261682277826,0.3186679403643181,0.2544217123432533,0.0016559259,0.022231634837880293,0.11607868,
msg-87f640e3679144aff3e5,train,sim-1cca4e8045327df79ba6,normal,0,0,0,44,0.225725545049917,0.2668695424212202,0.2668695424212202,3.0,1,0.0,1,0.225725545049917,0.35926157417928745,0.31491767295936673,,,,
msg-4fe259cbf04a3a7efed3,validation,sim-3a2ca399508c0c0d43fe,normal,0,0,0,63,0.08409229436627784,,0.08409229436627784,,1,0.0,1,0.08409229436627784,0.13349045668098186,0.07394910518235032,0.00093264936,0.015929902613575003,0.000150572,
msg-ca141a713e5b8a3b8417,train,sim-e635ff85dae654c66ac8,normal,0,0,0,57,0.1157388271623867,0.1323999188364261,0.1323999188364261,1.0,1,0.0,1,0.1157388271623867,0.1736987711888362,0.11725050031909423,,,,
msg-25f12a8e0e2d10c245e0,train,sim-47096f5215289851be56,normal,0,1,1,80,0.14139364137937016,0.1937545011925476,0.1937545011925476,2.0,1,0.9999572016663884,0,0.39896270946547563,0.12216657885789249,0.07765613714254475,,,,
msg-76ea500b769d004670c6,train,sim-3bca57fc791184777e87,normal,0,0,0,61,0.11041864626333808,0.1058495022573885,0.1058495022573885,1.0,1,0.0,1,0.11041864626333808,0.2184272437956472,0.15179535953176265,,,,
msg-171c4288e43e466f5427,train,sim-68fccafd9f096939e585,normal,0,0,0,57,0.22807825170570734,0.2805426656758081,0.2805426656758081,1.0,1,0.0,1,0.22807825170570734,0.3156465088580703,0.2651685630339396,,,,
msg-0e0c128c8c77ce375dea,train,sim-1006f7f9fd9c8d62ec71,normal,0,1,1,38,0.4818947382925875,0.5493594185409777,0.5493594185409777,1.0,1,0.999895033389113,0,0.6372948268215453,0.40923121878784646,0.32598248234804067,,,,
msg-85622c4eca3d377bd3c1,train,sim-f7426a0b4d89765a1d7e,normal,0,1,1,43,0.3309849113096407,0.4053109397416592,0.4053109397416592,2.0,1,0.9999704066712249,0,0.531680559918116,0.2293299646072534,0.23950019308122186,,,,
msg-ab6e4973ff10072c7a14,test,sim-9b8e25ec5877f9af5b04,normal,0,0,0,48,0.1342237777764144,,0.1342237777764144,,1,0.0,1,0.1342237777764144,0.21609666027713934,0.15202184736304059,0.0004683372,0.010656051508551468,0.00019057991,
msg-b61ea1e1938f1311b774,train,sim-4ab26caceee141022ff3,normal,0,1,1,84,0.12191278078095305,0.1660277237398653,0.1660277237398653,2.0,1,0.9999592241982501,0,0.3853267138061422,0.1049150575971652,0.06401707484679477,,,,
msg-47117df3b3b1a90068af,train,sim-cd13898f16fec3e7c621,normal,0,1,1,33,0.4463060964517122,0.4788222608928619,0.4788222608928619,4.0,1,0.999971676635138,0,0.61240577050674,0.207964504044829,0.11299235475397078,,,,
msg-def7e3ea00c9ca11e444,train,sim-9c587de5a938dc4cae40,normal,0,1,1,36,0.28415695624604886,0.3867736254119432,0.3867736254119432,1.0,1,0.9999509302259638,0,0.4988951484400234,0.2147201939519054,0.12662770512744542,,,,
msg-562fede28b6237d3c910,train,sim-4e8ab6dd8f4e3190b115,normal,0,1,1,52,0.22463674094250968,0.2770319221658954,0.2770319221658954,1.0,1,0.9999570515773879,0,0.4572328341329732,0.10498937961553674,0.07593573452042375,,,,
msg-8323b8f8a163d454bda7,train,sim-ff28b1d00f7b007b655a,normal,0,1,1,83,0.13219963509551996,0.1853457434239551,0.1853457434239551,2.0,1,0.9999572016663884,0,0.3925269050667805,0.12029288151456757,0.07130847440535487,,,,
msg-018ff56a19f05b63f7f1,train,sim-920e3f19ca399206dd1f,normal,0,0,0,64,0.08390418977348742,0.1077279668754487,0.1077279668754487,2.0,1,0.0,1,0.08390418977348742,0.1718328101912572,0.10562383488672102,,,,
msg-1d6ce654a6442c6b5753,validation,sim-54b5117329918c6fd195,normal,0,1,1,81,0.1565706451843374,,0.1565706451843374,,1,0.9999530577744341,0,0.40958536896136644,0.1274831812869825,0.08024113668621899,0.0004425856,0.010309198282819221,8.839264e-05,
msg-e7229ba3bb2b559a04f4,train,sim-69996b14e087ea0889e2,normal,0,1,1,84,0.11442234287866578,0.1423980225372591,0.1423980225372591,3.0,1,0.9999572016663884,0,0.38008280051498256,0.09528779100590644,0.05692105766666091,,,,
msg-f0a3f2387d520f4943e1,train,sim-ca3d3ec6169909acc57a,normal,0,0,0,61,0.11154687133572677,0.1406558150075148,0.1406558150075148,2.0,1,0.0,1,0.11154687133572677,0.22196791829559664,0.1437712333019937,,,,
msg-ce6e8882987410ea9dcb,train,sim-09ad6c232861a60332ea,normal,0,0,0,63,0.16649609361082046,0.1943748179419291,0.1943748179419291,1.0,1,0.0,1,0.16649609361082046,0.2326759191743525,0.16063944254947693,,,,
msg-7d02f906fd8f286e9462,train,sim-08260692792e45210e02,normal,0,1,1,35,0.28429633943606203,0.3317612831286983,0.3317612831286983,4.0,1,0.9999881484466908,0,0.49900388213925073,0.1306852728263666,0.1112047083822899,,,,
msg-caac6f247eab53782bdb,train,sim-5001b98d3d48eda4f358,normal,0,1,1,46,0.2371483876577131,0.2913807037034224,0.2913807037034224,4.0,1,0.9999533634667772,0,0.4659898804004323,0.16630562694025036,0.11400369545869378,,,,
msg-5f5e1169bd754d374a67,validation,sim-811202e98ca93ff0a955,normal,0,0,0,52,0.09401236422047259,,0.09401236422047259,,1,0.0,1,0.09401236422047259,0.15554064930942005,0.10173420094678394,0.0006247448,0.012610841794158806,0.0002161002,
msg-d12fbc1beed86bc99252,validation,sim-ee3c9e944c5dd0d90404,normal,0,1,1,50,0.7191377296660312,,0.7191377296660312,,1,0.21653297127739868,0,0.5683563021494413,0.39648010850707577,0.5848273056177523,0.9995389,0.98944059903905,0.9997118,
msg-e34d013d3bc97bfff358,validation,sim-75d5b08efdb38314bfbe,normal,0,0,0,52,0.09934831182002973,,0.09934831182002973,,1,0.0,1,0.09934831182002973,0.1665169968099632,0.10285781058061899,0.00041125843,0.00987558665311506,0.00013330138,
msg-90c7d5ee4a8610677686,validation,sim-ab3c7b617a239f162039,normal,0,0,0,59,0.0892708071984994,,0.0892708071984994,,1,0.0,1,0.0892708071984994,0.18549338336626026,0.12267174668542416,0.00043397554,0.010191345549837966,0.00011249629,
msg-84f1241d96b4bfbe42c8,train,sim-ff2b5ed2e0ca3dcd4d02,normal,0,0,0,57,0.08443760616488624,0.1090552015845784,0.1090552015845784,0.0,1,0.0,1,0.08443760616488624,0.1353481371335762,0.0851450748358812,,,,
msg-c58e87d238e661687668,validation,sim-bbbf64fbaaae2c6429b6,normal,0,0,0,62,0.08760654764684363,,0.08760654764684363,,1,0.0,1,0.08760654764684363,0.18225494681078366,0.11058033015373445,0.0006192334,0.012545753768039241,0.00036618963,
msg-156bbfc36ff5805e450a,train,sim-50acb2deebdae9666042,normal,0,0,0,61,0.08064330849291701,0.1090690310368094,0.1090690310368094,4.0,1,0.0,1,0.08064330849291701,0.14749572196495014,0.08073554689274114,,,,
msg-5a6ff41aa9722bc88706,train,sim-7ba834b64ee09cc9ce6b,normal,0,1,1,81,0.10398905295022652,0.1352825748881896,0.1352825748881896,3.0,1,0.9999592241982501,0,0.3727801043246336,0.09222033152930481,0.053089115158969205,,,,
msg-cc4bc145dc58fae4132a,train,sim-a63596dc62cf60164ff3,normal,0,1,1,46,0.2661180255478738,0.3337792863079131,0.3337792863079131,3.0,1,0.9999723851220416,0,0.48627433342012416,0.18553543942724215,0.19693737138562786,,,,
msg-1f9076a4ec4db45e80ee,train,sim-d5b9de1c40330ac8fb99,normal,0,1,1,50,0.21733104028744676,0.2616443814286308,0.2616443814286308,1.0,1,0.9999531404816292,0,0.45211767034570155,0.12709592502482897,0.05481198613708082,,,,
msg-95c7d8bedb38242c20f7,test,sim-1e938639afc30687cf38,normal,0,1,1,81,0.10843458203373309,,0.10843458203373309,,1,0.9999592241982501,0,0.3758919746830882,0.08944471584114978,0.055047890675151936,0.00027285714,0.007764954355126551,8.545188e-05,
msg-5c8fac6ba2ef477cb6fc,train,sim-96f65418af22144d8270,normal,0,1,1,45,0.48551858712698015,0.5927128149189306,0.5927128149189306,0.0,1,0.9999579212689736,0,0.6398503873695782,0.28518758517395115,0.2018721138404788,,,,
msg-23b949fd96dae3784f8d,train,sim-86cc15035e7469cf92b1,normal,0,1,1,43,0.22559071984061055,0.3196670605876636,0.3196670605876636,3.0,1,0.9999751370261281,0,0.45790604499626586,0.12925871830376195,0.10283460003800397,,,,
msg-6ffae768f85635a8e7d7,train,sim-de0e64511719985a151d,normal,0,1,1,46,0.17522603001024198,0.278627909206388,0.278627909206388,4.0,1,0.9999741600575218,0,0.422650469024426,0.10279886693910215,0.06642453414536433,,,,
msg-f09e811af0e300064e7c,train,sim-4c8c341e9f44cd8213e5,normal,0,1,1,56,0.2774470868177387,0.3160217453875054,0.3160217453875054,4.0,1,0.9997004025632451,0,0.4941230815413906,0.1988025753665751,0.11708120826406206,,,,
msg-c9c9b18dfbfb85a69b60,test,sim-def28ff71acd65b7cc88,normal,0,1,1,40,0.16410499264240128,,0.16410499264240128,,1,0.9999572016663884,0,0.41486065534959743,0.13332456310079632,0.10102027552859899,0.00031079093,0.008380942689505979,0.000110242625,
msg-85f4d95af13cd6c5dc00,train,sim-79579c745d072167a397,normal,0,1,1,51,0.16036914514509568,0.1820894225886918,0.1820894225886918,4.0,1,0.9999520957622344,0,0.4122440303302373,0.12101430494892809,0.09592051161928382,,,,
msg-beca063082959ef78db1,test,sim-48bda9999e78479f43c3,normal,0,1,1,83,0.106098905824836,,0.106098905824836,,1,0.9999592241982501,0,0.37425700133686024,0.09448171712493969,0.05469809883321506,0.00034981477,0.008982588640148694,0.00022196426,
msg-1020befa2f677b892a8b,test,sim-d4df71362e975f974c94,normal,0,1,1,46,0.25472280360618443,,0.25472280360618443,,1,0.999848235742142,0,0.47826043324697176,0.19901917645099126,0.11316556582753927,0.0010277389,0.016855826711696158,0.00034462643,
msg-b1a7f0ed0d339d33c2f9,train,sim-cb1f01cf1eef659e1771,normal,0,1,1,51,0.1486882126121651,0.1794839349507373,0.1794839349507373,2.0,1,0.9999520957622344,0,0.4040673775571859,0.11431239301147711,0.08709793738960864,,,,
msg-1f0d0fbab0ad066091b1,train,sim-f1d3518877cf586fc938,normal,0,1,1,54,0.15812343495770415,0.1893793013705378,0.1893793013705378,4.0,1,0.999962674918081,0,0.4106752069458173,0.13260217853997755,0.08465180862141036,,,,
msg-d196d2ab044d4fe78423,train,sim-dd4c200a2f889b41f376,normal,0,1,1,51,0.15744956094363283,0.1755018169537923,0.1755018169537923,1.0,1,0.9999510704458239,0,0.41020001379429016,0.12054228961017098,0.09508733239733987,,,,
msg-c77a2ab7f5ebcb835ce1,train,sim-a324fb0c568eaab5afd5,normal,0,0,0,30,0.26738348740104706,0.3764630688815163,0.3764630688815163,3.0,1,0.0,1,0.26738348740104706,0.39825113797346134,0.3272234785911072,,,,
msg-c0454931690a031010a4,test,sim-9d965b29422469a2413d,normal,0,1,1,46,0.4167967233829536,,0.4167967233829536,,1,0.26972043147505037,0,0.3726738358105826,0.24025676311201058,0.15677450236429288,0.05044491,0.14997436666770358,0.00017419022,
msg-132bd64b817db7fcc02e,test,sim-6c552fd200aec5e1d334,normal,0,1,1,50,0.19813134519053474,,0.19813134519053474,,1,0.9999641795039728,0,0.4386811954845662,0.168436130937574,0.14949526972678776,0.001452214,0.020603712882049346,0.00013361838,
msg-8101406957316d83676c,validation,sim-fc13a53531f7c33e2b2b,normal,0,0,0,61,0.08681930196752967,,0.08681930196752967,,1,0.0,1,0.08681930196752967,0.166808662986618,0.10480364516624677,0.00040119814,0.009733418190206643,0.00010934873,
msg-f4cf02f30faa9f1a0341,train,sim-45774a2f9cbc138122b8,normal,0,1,1,50,0.16125362685749556,0.1953683444497355,0.1953683444497355,4.0,1,0.999959963292791,0,0.4128655277880842,0.13678218183115848,0.06600487486791541,,,,
msg-5f29f56cd3d0a81ad0f0,train,sim-1c0031aafeab900fb2c8,normal,0,1,1,53,0.17304657432077902,0.2233762376730198,0.2233762376730198,1.0,1,0.9999612367964015,0,0.4211209730634658,0.09310509182052797,0.09227073552361288,,,,
msg-053785582f2d9ed1abb9,train,sim-5a990ce5f491a6e18edd,normal,0,0,0,48,0.11042060201213993,0.1347639651800529,0.1347639651800529,4.0,1,0.0,1,0.11042060201213993,0.1693532474056206,0.10866235863815209,,,,
msg-810241ccc026df966e44,train,sim-7bcdcad932bac196b23e,normal,0,1,1,52,0.1486144724554978,0.1763362069349732,0.1763362069349732,0.0,1,0.9999597417423636,0,0.4040180532415576,0.11727167452148857,0.0886487924410728,,,,
msg-a7b5be1131f65aadef67,train,sim-7bcdcad932bac196b23e,normal,0,1,1,52,0.15020272592109368,0.1766266441451894,0.1766266441451894,0.0,1,0.999958341125504,0,0.4051294104824168,0.11808348460331951,0.0892788631306766,,,,
msg-49cce5e13e6897255f4f,train,sim-203dc4be0100ab242299,normal,0,0,0,51,0.12396875986600708,0.1660733829208891,0.1660733829208891,0.0,1,0.0,1,0.12396875986600708,0.19958702977005588,0.13755815297825882,,,,
msg-e0fcff9bbf342baed3da,test,sim-35b0fbe52037899521af,normal,0,1,1,51,0.1603042032106605,,0.1603042032106605,,1,0.9999520957622344,0,0.41219857097613266,0.12497496185360236,0.09706245012565384,0.0011097157,0.017625048083716812,0.00016720717,
msg-f0b3b3eddb656dc54967,validation,sim-6c38da210579bf170ffa,normal,0,1,1,49,0.17408641915091602,,0.17408641915091602,,1,0.9999795338440213,0,0.42185435355884765,0.11126463800821867,0.060939772729978935,0.00040916709,0.009846153887755211,0.00012514358,
msg-ea36a24e63d21927bffa,test,sim-ec61c7f73fe9675f639e,normal,0,1,1,51,0.15890598119875227,,0.15890598119875227,,1,0.9999520957622344,0,0.4112198155677969,0.11284969593858858,0.08696811101724078,0.0013922917,0.02010638937571769,0.0001908203,
msg-57283bf94b320a85245a,train,sim-7c8c5a7bb1de96d1dfc5,normal,0,1,1,48,0.2411702133758804,0.300284850730189,0.300284850730189,3.0,1,0.9999741600575218,0,0.46881139738037286,0.1612561245013828,0.12040367933141484,,,,
