review_id,message_id,original_label,is_url_free_malicious,is_quarantined,heuristic_code,text_judgment,wave,note_chars,n_actions,action_payment,action_credentials,action_app,action_channel,action_callback,action_none,action_unclear
review-10f0da95f3fdd21e,msg-58b952e19b37c0bc3c3c,normal,0,0,control,ordinary_notice_or_conversation_possible,1,8,1,0,0,0,0,0,1,0
review-127bc1671c3021e3,msg-b3d3b6b29fae9b4cd139,smishing,1,0,payment_impersonation,risky_request_visible,1,12,1,0,0,0,0,1,0,0
review-12aedba2ef212671,msg-52cabfe559de650270d0,smishing,1,0,loan_ad,risky_request_visible,1,6,2,1,0,0,0,1,0,0
review-131ed5d9023fe8e1,msg-879b8233c4a44252fb2e,normal,0,0,control,promotion_without_clear_scam_request,1,8,1,0,0,0,0,0,1,0
review-137a8d7cde64d50f,msg-b66553208ce35fd6531e,normal,0,0,control,ordinary_notice_or_conversation_possible,1,8,1,0,0,0,0,0,1,0
review-13ce66de75a8d3fc,msg-8827961dbffea331a040,smishing,1,0,loan_ad,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-13e7350b6f9c843d,msg-6ef4e4d3849c3f2458f9,smishing,1,0,adult_bait,risky_request_visible,1,8,2,0,0,0,1,1,0,0
review-143e404949a72860,msg-9ab97598b92cc2549f26,smishing,1,0,loan_ad,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-1502532d7fb02e2b,msg-51961afc9b6d2bb950c4,smishing,1,0,payment_impersonation,risky_request_visible,1,10,1,0,0,0,0,1,0,0
review-1538fa93f259c264,msg-1d4f07b23c605c358a53,normal,0,0,control,ordinary_notice_or_conversation_possible,1,10,1,0,0,0,0,0,1,0
review-15f5cb8ca60e63e7,msg-93f6493043538f04abba,smishing,1,0,loan_ad,risky_request_visible,1,6,2,1,0,0,0,1,0,0
review-170c904128c3b75d,msg-44ffbd69abef95d6b971,smishing,1,0,loan_ad,risky_request_visible,1,6,2,1,0,0,0,1,0,0
review-17bb16430527761d,msg-8a95db5cf464c51ec8bb,smishing,1,0,other,risky_request_visible,1,7,3,1,0,0,1,1,0,0
review-1820dec42f5ec2ca,msg-04d0a9cdecc5e27abe30,smishing,1,0,messenger_phishing,risky_request_visible,1,7,2,1,0,0,0,1,0,0
review-19cc4ce8b1dbe415,msg-e9e131d9372380a167cf,smishing,1,0,payment_impersonation,risky_request_visible,1,7,1,0,0,0,0,1,0,0
review-19d11b9f743aa049,msg-58f85354ff60f8afada7,smishing,1,0,loan_ad,risky_request_visible,1,7,2,1,0,0,0,1,0,0
review-1a4aa7992820ca2a,msg-f6bc1ff296dcef8d3f5e,smishing,1,0,loan_ad,risky_request_visible,1,6,2,1,0,0,0,1,0,0
review-1a60e1bd37131802,msg-7347b19b9989a8b7563c,normal,0,0,control,ordinary_notice_or_conversation_possible,2,14,1,0,0,0,0,0,1,0
review-1b01c3e70a5cd621,msg-598291dbde5006fce551,smishing,1,0,other,risky_request_visible,1,25,1,0,0,0,0,1,0,0
review-1b29308cb4906d02,msg-7894af8fe183ef59232f,smishing,1,0,loan_ad,risky_request_visible,1,6,2,1,0,0,0,1,0,0
review-1bcdb8b5e4902f77,msg-6b0f921297bf6036cdd4,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-1bee5d35c3ae9550,msg-0a348fcb6248b2e02712,smishing,1,0,payment_impersonation,risky_request_visible,1,13,1,0,0,0,0,1,0,0
review-1c32fedd4b32dd06,msg-b3fecdca68993f39816e,normal,0,0,control,promotion_without_clear_scam_request,1,8,1,0,0,0,0,0,1,0
review-1c42c25c32f5bd82,msg-397c7d1d69e93306e43f,smishing,1,0,loan_ad,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-1cb842404c1056c4,msg-69af923a1b627636ba88,normal,0,0,control,ordinary_notice_or_conversation_possible,1,8,1,0,0,0,0,0,1,0
review-1e450b71c02e190a,msg-fde8fe5d8c4f6fbf52c2,smishing,1,0,agency_impersonation,risky_request_visible,1,10,2,0,0,1,0,1,0,0
review-1e479c4a302f356c,msg-1306cfdbb1eb6413c2f3,smishing,1,0,messenger_phishing,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-1e68018ab3a2b26e,msg-c93b3c338ad73e40adfd,normal,0,0,control,ordinary_notice_or_conversation_possible,1,8,1,0,0,0,0,0,1,0
review-1ea0789836e39e65,msg-50ce9ce367d7506d1b34,smishing,1,0,loan_ad,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-1f07a8c7cd26df2c,msg-cada766d88b515618679,normal,0,0,control,insufficient_context,1,4,2,0,0,1,0,1,0,0
review-2015b61fb97f2965,msg-3649a91b276a45d342c6,normal,0,0,control,ordinary_notice_or_conversation_possible,1,8,1,0,0,0,0,0,1,0
review-21e2a2729d0906e0,msg-2f204be55b7d47704b0f,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-220daefcb5d386ed,msg-e3ec894bf4e93e8c550e,smishing,1,0,messenger_phishing,risky_request_visible,1,7,1,0,0,0,0,1,0,0
review-223ad249b0ed1b08,msg-dbf89313b9ea1ac5b6d3,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-22f7bb9e3da427de,msg-6f925e06a88f8d1cfd58,smishing,1,0,other,risky_request_visible,1,12,2,0,0,0,1,1,0,0
review-2324027bc353cb29,msg-69cdd029e53ee97a620b,smishing,1,0,loan_ad,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-23e4e9eb29dd8f93,msg-22e08f4c05ba067b383e,normal,0,0,control,ordinary_notice_or_conversation_possible,1,8,1,0,0,0,0,0,1,0
review-25104a7eec1f7831,msg-f98da8116216cda9e3fe,smishing,1,0,loan_ad,risky_request_visible,1,6,2,1,0,0,0,1,0,0
review-256d1c0f349382b5,msg-b0438b6ad1731edd6ad6,normal,0,0,control,ordinary_notice_or_conversation_possible,1,8,1,0,0,0,0,0,1,0
review-2579df062aafc741,msg-fa2ff4bb2e3dd2a0cead,smishing,1,0,messenger_phishing,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-25ec7d62ea3d7444,msg-7f85a9711cbc0aa393d6,smishing,1,0,other,risky_request_visible,1,8,1,1,0,0,0,0,0,0
review-260a39866b3feb51,msg-81198fc0b9b05d10f4d1,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-266fac2cf4f9a2fe,msg-358dbfc77504383312c3,smishing,1,0,loan_ad,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-2705653809f7ad8f,msg-c847ea1fe73639b29741,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-270f57eba07d36f4,msg-aa1ffdd49e000415678a,smishing,1,0,loan_ad,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-2769abe8fc6ffd87,msg-45d3204953ffb0ec89ee,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-27c93b924b9803a0,msg-18949d0a510e2e71cd5c,smishing,1,0,payment_impersonation,risky_request_visible,1,14,1,0,0,0,0,1,0,0
review-27fee91252ef3d87,msg-0d7a1d02c979a5575363,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-293586512b140a4e,msg-df9036abd2017f6f6be1,smishing,1,0,messenger_phishing,risky_request_visible,1,9,1,1,0,0,0,0,0,0
review-2953de0d9a6a0ef3,msg-b3fe8c24cdcc85dd4f28,normal,0,0,control,ordinary_notice_or_conversation_possible,1,8,1,0,0,0,0,0,1,0
review-2b3f3a2d3b9504b2,msg-a9571e0d77539178ffc3,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-2b5a69423072c0ba,msg-258cc86a999cd351f9ca,normal,0,0,control,insufficient_context,1,5,1,0,0,0,0,0,1,0
review-2ba16080ec46773d,msg-24c361e6f72073321220,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-2d4568421c26bf66,msg-96c30c2332ea6bf5e247,normal,0,0,control,ordinary_notice_or_conversation_possible,1,4,1,0,0,0,0,0,1,0
review-2d707fce0fb4702c,msg-e94fec8af385dc5ff556,normal,0,0,control,ordinary_notice_or_conversation_possible,1,7,1,0,0,0,0,0,1,0
review-2d80e47aaaa42543,msg-207b27eff27f4988fb0f,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-2dcd34cb42910200,msg-97b2b6ee95ed7d920877,smishing,1,0,messenger_phishing,risky_request_visible,1,13,2,0,0,0,1,1,0,0
review-2dd7b92c08e4f5c4,msg-42c7b3575f8a9da0d8d1,normal,0,0,control,promotion_without_clear_scam_request,1,5,1,0,0,0,0,0,1,0
review-2f31bd2c29ca07dd,msg-4301d7c49f5367242765,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-300c4c657ef26689,msg-8d4de978440b72ca4a45,normal,0,0,control,ordinary_notice_or_conversation_possible,1,7,1,0,0,0,0,0,1,0
review-30c664d1fb0416d2,msg-4facddef64d2b1d3b592,normal,0,0,control,promotion_without_clear_scam_request,1,5,1,0,0,0,0,0,1,0
review-30d20e067658db39,msg-915558b1d57081861e23,normal,0,0,control,insufficient_context,1,4,1,0,0,0,0,0,0,1
review-30e3bf5a7666c842,msg-2691ca74050fbbc9ed37,smishing,1,0,loan_ad,risky_request_visible,1,6,2,1,0,0,0,1,0,0
review-31a75727a167d60d,msg-f9061a931aba0d307ce6,smishing,1,0,messenger_phishing,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-322a0c915a6dca98,msg-3d77196a643275284eee,smishing,1,0,loan_ad,risky_request_visible,1,7,2,0,0,0,1,1,0,0
review-326317e54a445bed,msg-df3f29c9891147e7f846,smishing,1,0,loan_ad,risky_request_visible,1,8,1,0,0,0,0,1,0,0
review-3398cc98a1b87648,msg-e33a5ed03522052013db,smishing,1,0,loan_ad,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-3423b715646fd583,msg-65bffe175e1d5b55382e,smishing,1,0,loan_ad,risky_request_visible,1,7,2,1,0,0,0,1,0,0
review-344682f2618ba8f9,msg-e5b4405ee48a541eecc0,normal,0,0,control,promotion_without_clear_scam_request,1,5,1,0,0,0,0,0,1,0
review-34c4c16cb5ea9aaf,msg-62610653bf85e35feeff,smishing,1,0,loan_ad,risky_request_visible,1,7,2,1,0,0,0,1,0,0
review-363f281df3bd9ba4,msg-36bc461d0aefe348462d,normal,0,0,control,promotion_without_clear_scam_request,1,4,1,0,0,0,0,0,1,0
review-364329807a65a090,msg-0be5e1e2bd038f3a1a24,smishing,1,0,messenger_phishing,risky_request_visible,1,9,1,0,0,0,0,1,0,0
review-36c6682493394c5a,msg-d54e4685cdd8f9aa710a,smishing,1,0,loan_ad,risky_request_visible,1,6,2,1,0,0,0,1,0,0
review-370202b258208735,msg-fc0286653fb100798da2,smishing,1,0,messenger_phishing,risky_request_visible,1,12,2,0,0,0,1,1,0,0
review-37141dd75c3875fc,msg-372c6f62456bfbc0a7d9,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-3735a715aa425485,msg-5cbba54c59da325a454c,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-377101d740e3c93a,msg-f91f88e17b85bd740a41,smishing,1,0,loan_ad,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-37962ff6cab628b9,msg-f745187c052997452a1e,smishing,1,0,loan_ad,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-37a24da8c91a2014,msg-814c1d043296b3a3b379,smishing,1,0,loan_ad,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-37bb8af10a6775e3,msg-c1aa2ee82e014406c58e,smishing,1,0,payment_impersonation,insufficient_context,1,3,1,0,0,0,0,0,0,1
review-37c64855b20334c3,msg-000be99f5f9d9c3967c4,normal,0,0,control,insufficient_context,1,26,1,0,0,0,0,0,1,0
review-383246308e1d9552,msg-2536b5c581cb3fe10fe2,normal,0,0,control,risky_request_visible,1,19,1,0,0,0,0,1,0,0
review-39a836fe3d87fa33,msg-758bd093f61744be66f6,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-39e0fa05577bfbae,msg-551d213c037c9c6eab04,smishing,1,0,loan_ad,risky_request_visible,1,6,2,1,0,0,0,1,0,0
review-3a343dbd60efe3c5,msg-e91ad896bc07a339c9ae,normal,0,0,control,promotion_without_clear_scam_request,1,5,1,0,0,0,0,0,1,0
review-3a3a0c9003eb78d2,msg-9b70e92fb8b03ad7c610,normal,0,0,control,ordinary_notice_or_conversation_possible,1,8,1,0,0,0,0,0,1,0
review-3aa78c267ab21f05,msg-224c0422b0003d17212c,smishing,1,0,payment_impersonation,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-3abe5c96847ee3b9,msg-e7c4d2ebb04e62e880b5,normal,0,0,control,ordinary_notice_or_conversation_possible,1,4,1,0,0,0,0,0,1,0
review-3b23a85b0e54e4e2,msg-5a59a5ce918f6559e125,normal,0,0,control,promotion_without_clear_scam_request,1,4,1,0,0,0,0,0,1,0
review-3b5a82f01656ae5e,msg-4c9bb8aab19cd59ba6b7,normal,0,0,control,promotion_without_clear_scam_request,1,4,1,0,0,0,0,0,1,0
review-3b5e9306ce7f16f6,msg-75d22609d1f4fae1c474,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-3c542b2889f7ee41,msg-ab4e24de8042cbea05d6,smishing,1,0,loan_ad,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-3c6ae33a89ac17a5,msg-c098e4b7c32dc66b6582,smishing,1,0,loan_ad,risky_request_visible,1,8,2,1,0,0,0,1,0,0
review-3ec3c8e07bb7e369,msg-f5bfb9971a76c287fdd5,normal,0,0,control,promotion_without_clear_scam_request,1,5,1,0,0,0,0,0,1,0
review-3f1aad6856711dea,msg-d3a618b40117b1875806,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-4034e1976e7caf3d,msg-a8f8f501a69d1d5855ba,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-4056d8996d6573f3,msg-69aa8ae121d262da6c24,smishing,1,1,other,risky_request_visible,1,6,2,0,0,1,0,1,0,0
review-40617332c72b6a65,msg-75bccb25272a125ae624,smishing,1,0,messenger_phishing,risky_request_visible,1,9,1,0,0,0,0,1,0,0
review-40e531a989b5b832,msg-90c8b223c83bae5b9f53,smishing,1,0,loan_ad,risky_request_visible,1,5,2,1,0,0,0,1,0,0
review-40eb85d72dbb3fa3,msg-4273962397b78faae1de,smishing,1,0,loan_ad,risky_request_visible,1,4,2,1,0,0,0,1,0,0
review-40f65d491fbb6c91,msg-29618cee18396e8a8e81,smishing,1,0,payment_impersonation,risky_request_visible,1,12,1,0,0,0,0,1,0,0
review-417d1a94491a5069,msg-a24654d3ad544c08124e,normal,0,0,control,promotion_without_clear_scam_request,1,5,1,0,0,0,0,0,1,0
review-419f917f2243e05b,msg-f80f31e80e69da69dd6c,normal,0,0,control,promotion_without_clear_scam_request,1,5,1,0,0,0,0,0,1,0
review-41e7242cf53f7aec,msg-414effb98a09982ec13d,normal,0,0,control,promotion_without_clear_scam_request,1,4,1,0,0,0,0,0,1,0
review-41ec06c9fc578cef,msg-631fc966e6d1a8ec4785,smishing,1,0,loan_ad,risky_request_visible,1,4,2,1,0,0,0,1,0,0
review-44d5803b821bc077,msg-382f83f816817c259074,smishing,1,0,loan_ad,risky_request_visible,1,4,2,1,0,0,0,1,0,0
review-4532712bae1263a4,msg-f2d213d6e51419f0c0c3,smishing,1,0,loan_ad,risky_request_visible,1,4,2,1,0,0,0,1,0,0
review-46f3555593434e8a,msg-ef6fd44a32790af20571,smishing,1,0,loan_ad,risky_request_visible,1,4,2,1,0,0,0,1,0,0
review-47389333283368dc,msg-32e17f91821e085e067c,smishing,1,0,loan_ad,risky_request_visible,1,4,2,1,0,0,0,1,0,0
review-48f7182245c9e551,msg-a52c445339e75c5638c4,smishing,1,0,payment_impersonation,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-49230d04e233f44b,msg-88466b364e697e810f29,normal,0,0,control,promotion_without_clear_scam_request,1,4,1,0,0,0,0,0,1,0
review-49a272d982158787,msg-15e2ac02e0ac09e5383b,smishing,1,0,payment_impersonation,risky_request_visible,1,8,1,0,0,0,0,1,0,0
review-49db2f3969f4dab7,msg-d9f951c82ea54b25ac30,normal,0,0,control,promotion_without_clear_scam_request,1,5,1,0,0,0,0,0,1,0
review-4a4a9ac934622b9e,msg-77e7ed6fee4ff6e6b3c0,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-4a5f226471e5edaf,msg-92eab3c091583e1be9b2,smishing,1,0,other,risky_request_visible,1,4,2,1,0,0,0,1,0,0
review-4aad735ff43af908,msg-d1f2ce6a48cfd3ddc352,smishing,1,0,payment_impersonation,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-4aafcfede478ed2e,msg-42b716ae90c55a680465,smishing,1,0,loan_ad,risky_request_visible,1,4,2,1,0,0,0,1,0,0
review-4b0f3b3c6f3029e0,msg-095a369060c7ff33c341,smishing,1,0,loan_ad,risky_request_visible,1,4,2,1,0,0,0,1,0,0
review-4b7d3212a375f3c3,msg-e32c03f7fd12569b45d4,smishing,1,0,payment_impersonation,risky_request_visible,1,5,1,0,0,0,0,1,0,0
review-4bb32c9d9587eb5b,msg-32a5ea1e4acbac97b230,smishing,1,0,messenger_phishing,risky_request_visible,1,15,2,1,0,0,0,1,0,0
review-4bc7fe6f6685e5b0,msg-6a306e2d77b134423cff,smishing,1,0,loan_ad,risky_request_visible,1,4,2,1,0,0,0,1,0,0
review-4be490099efed608,msg-1ba73bfe47e950778408,smishing,1,0,loan_ad,risky_request_visible,1,4,2,1,0,0,0,1,0,0
review-4c1327797f738c0f,msg-c623d83809d140a75f70,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-4c45e2acc43cd09c,msg-240d23c05338edc37d89,smishing,1,0,loan_ad,risky_request_visible,1,4,2,1,0,0,0,1,0,0
review-4c7db89388133c66,msg-b366110e17c486b16b15,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-4c7f2895cbdfff17,msg-b6d879d72eac72ef59ac,smishing,1,0,loan_ad,risky_request_visible,1,5,2,1,0,0,0,1,0,0
review-4cbabc8906c81322,msg-0ed0bfb82462e09cd15a,smishing,1,0,loan_ad,risky_request_visible,1,5,2,1,0,0,0,1,0,0
review-4db7bde369258db0,msg-6dd03ec5f1c618ada2c5,smishing,1,0,messenger_phishing,risky_request_visible,1,11,2,0,1,0,0,1,0,0
review-4dee15ae26647c57,msg-12bf543cc6f8c5b10b0a,normal,0,0,control,ordinary_notice_or_conversation_possible,1,11,1,0,0,0,0,0,1,0
review-4e91758f8be8575d,msg-2a7f43ae7fa422fefb9b,smishing,1,0,messenger_phishing,risky_request_visible,1,16,3,1,1,0,0,1,0,0
review-50913d75a97def28,msg-59fc050be5af6ecad8a5,smishing,1,0,payment_impersonation,risky_request_visible,1,28,1,0,0,0,0,1,0,0
review-50c65fd60929a11c,msg-76755bc4cf7a9223f1f5,smishing,1,0,loan_ad,risky_request_visible,1,5,2,1,0,0,0,1,0,0
review-50eaadd4d0f17b7f,msg-7ebb94a273063e6a25f7,normal,0,0,control,ordinary_notice_or_conversation_possible,1,6,1,0,0,0,0,0,1,0
review-5155bcd98221f6df,msg-260f9a35da3e12d1699f,normal,0,0,control,ordinary_notice_or_conversation_possible,1,7,1,0,0,0,0,0,1,0
review-5176dde30e249277,msg-a95d096bdce327f3ec58,normal,0,0,control,ordinary_notice_or_conversation_possible,1,14,1,0,0,0,0,0,1,0
review-5192f26c12526af0,msg-46cf015971a39796118d,normal,0,0,control,risky_request_visible,1,9,1,0,0,0,0,1,0,0
review-5201c5937ee64b08,msg-bb5a4640eee306e11287,smishing,1,0,messenger_phishing,risky_request_visible,1,17,1,0,0,0,0,1,0,0
review-5351da806d5c8862,msg-56c6f7e6fe95f4eaf8db,normal,0,0,control,ordinary_notice_or_conversation_possible,1,10,1,0,0,0,0,0,1,0
review-5377c60609e6da5b,msg-8b1102ff17fc69b09f1b,smishing,1,1,payment_impersonation,risky_request_visible,1,10,2,0,0,1,1,0,0,0
review-53c35a92e8d9dc2a,msg-d521b3868f2aa0b03976,normal,0,0,control,ordinary_notice_or_conversation_possible,1,12,1,0,0,0,0,0,1,0
review-53cc92ecebb430c9,msg-e602e76abd3350bfd137,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-543aeb75302230e1,msg-7e2ff44dc281462ddd2c,normal,0,0,control,ordinary_notice_or_conversation_possible,1,14,1,0,0,0,0,0,1,0
review-545d35ba143011e5,msg-fe80fc54d234587af050,normal,0,0,control,ordinary_notice_or_conversation_possible,1,5,1,0,0,0,0,0,1,0
review-54a4b61c2ddb946a,msg-d867888f40ccdc430a1d,normal,0,0,control,promotion_without_clear_scam_request,1,5,1,0,0,0,0,0,1,0
