message_id,seed,fold,role,similarity_group_id,label,target,has_url,p_lr_a,p_lr_c,p_word,p_kcbert_filled,p_kcbert_missing,p_url_filled,p_url_missing,similarity_to_train,model_disagreement,uncertainty
msg-0bb3c5182ba9c5d47b70,42,0,threshold_calibration,sim-cb3f1b2a3021997401a2,normal,0,1,0.6640000296152552,0.6514767816575013,0.7161438595425194,0.9997836947441101,0,0.9999723851220416,0,0.50219584,0.3484956034645402,0.38744929972742925
msg-0bbd2b0b46484cd2419c,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9786681334317127,0.9773373244425281,0.9871670517062807,0.9998051524162292,0,0.23369638078121086,0,0.92550594,0.7661087716350183,0.3293303828888152
msg-0be1ef2cdb76ca518254,42,0,threshold_calibration,sim-5068048a3ce0fecac50f,normal,0,0,0.07188940316496938,0.07890102955086091,0.11505635930120775,0.00022673100465908647,0,0.0,1,0.18190429,0.11482962829654866,0.13303676151084853
msg-0be2d9a2f7d004a2a6e1,42,0,threshold_calibration,sim-030de9486160f121b00d,normal,0,0,0.05597378403343221,0.05701937229779454,0.07261820919096215,0.00017619592836126685,0,0.0,1,0.1873612,0.07244201326260089,0.0928937807252751
msg-0c2a7048ad42a32e2be9,42,0,threshold_calibration,sim-ef500581cfcda1e15533,smishing,1,1,0.7155106379041531,0.7337478075863286,0.7805255845010144,0.9983536005020142,0,0.9999397475789567,0,0.15018001,0.2844291096748035,0.3087690487710133
msg-0c5ebd9cccb07cd25736,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9705520547391553,0.9684728495524402,0.9833811760043341,0.9998117089271545,0,0.4722944709458632,0,0.88320297,0.5275172379812914,0.24219509593242106
msg-0c6b461d001c06b7e3af,42,0,threshold_calibration,sim-9e201718edd4248a3d2b,normal,0,0,0.07460196650142492,0.07846617542534756,0.1000003428691141,0.000326150213368237,0,0.0,1,0.24372438,0.09967419265574587,0.12669731750462743
msg-0c71030d4b6a755b52ec,42,0,threshold_calibration,sim-7bdf6c76b80fe1c29ac8,normal,0,0,0.05133746996230053,0.05299261708385442,0.06090953180153785,0.00034367787884548306,0,0.0,1,0.14419481,0.06056585392269237,0.08279164836326913
msg-0c8d03338e4f8abb4350,42,0,threshold_calibration,sim-b9cc0961871f9c4b2b30,normal,0,0,0.0763943651033421,0.07957242041105608,0.08447348703501538,0.00021791770996060222,0,0.0,1,0.16880527,0.08425556932505478,0.12032909512968715
msg-0cbdccde99343f36636e,42,0,threshold_calibration,sim-78e309720e2ebdce8dd7,normal,0,1,0.12270992916229057,0.12196832064614956,0.1797424677883661,0.0024517786223441362,0,0.999787053344655,0,0.8956764,0.9973352747223109,0.5706638198255222
msg-0cc99888fd8445509c8b,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9705520547391553,0.9684728495524402,0.9833811760043341,0.9998117089271545,0,0.4722944709458632,0,0.88320297,0.5275172379812914,0.24219509593242106
msg-0cd2e568fb86038a0fbe,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9705520547391553,0.9684728495524402,0.9833811760043341,0.9998117089271545,0,0.4722944709458632,0,0.88320297,0.5275172379812914,0.24219509593242106
msg-0d25a2fc1e27fcb59ebb,42,0,threshold_calibration,sim-3a917d636be7281f2bec,normal,0,1,0.06780376492041185,0.07110791747732577,0.08132001385443856,0.0020535404328256845,0,0.9999387659807611,0,0.8145777,0.9978852255479355,0.4888896010663052
msg-0d508e70c6e64c7eb0d2,42,0,threshold_calibration,sim-c0ab4d217d2946877e24,normal,0,0,0.09207431138425488,0.09822811092106067,0.10050697559104703,0.0002569513162598014,0,0.0,1,0.2873659,0.10025002427478723,0.1455331746063112
msg-0d7901ebf7646dfdae66,42,0,threshold_calibration,sim-fc33f3173aee0adbec7f,normal,0,0,0.0706040857400416,0.0751134892674962,0.12835516158646978,0.00027899330598302186,0,0.0,1,0.24107935,0.12807616828048676,0.13717586494999523
msg-0d818e39055b1e7ae74f,42,0,threshold_calibration,sim-dba04cdc77eee0b8c546,normal,0,0,0.07852656520674055,0.08102527810284525,0.08683261290845304,0.0002692529233172536,0,0.0,1,0.26182032,0.08656335998513578,0.12332685457067805
msg-0d83585e56f686fdece3,42,0,threshold_calibration,sim-5b5b8add5e61926793f1,normal,0,0,0.04961944015517928,0.05160562702891316,0.05209505870920876,0.0002027391892625019,0,0.0,1,0.4801081,0.05189231951994626,0.07676143254128187
msg-0d914402d1d680179ccf,42,0,threshold_calibration,sim-29d1c04d2708e5e3eb34,normal,0,0,0.09955162269938699,0.10403689997951776,0.10526650217911152,0.00025447551161050797,0,0.0,1,0.20030211,0.10501202666750101,0.15455475018481346
msg-0db6c08b0c1ef12183fd,42,0,threshold_calibration,sim-a4056b1b30294791fcdb,smishing,1,1,0.9684251394078796,0.9666011983059154,0.9871670517062807,0.9998051524162292,0,0.4722944709458632,0,0.82124364,0.5275106814703661,0.24228279488713267
msg-0dc39b8c46d3210eb3fc,42,0,threshold_calibration,sim-830f317992b8f5603e23,normal,0,0,0.040294866573198924,0.04368374535306163,0.05140345303118428,0.0004956318298354745,0,0.0,1,0.19039978,0.050907821201348805,0.06793884839364017
