date,region,category,ad_spend,visits,sales
2024-07-02 15:47:00,Incheon,tech,26.8,45,454.0
2024-07-02 10:50:00,Gwangju,home,99.8,61,463.0
2024-07-02 08:53:00,Seoul,tech,25.4,51,176.0
2024-07-02 18:05:00,Busan,tech,74.0,43,288.0
2024-07-02 18:13:00,Gwangju,tech,23.9,50,73.0
2024-07-02 14:09:00,Gwangju,fashion,59.4,43,90.0
2024-07-02 12:08:00,Seoul,food,63.6,49,207.0
2024-07-02 21:59:00,Incheon,tech,21.2,42,384.0
2024-07-02 16:28:00,Daegu,food,77.5,43,335.0
2024-07-02 20:24:00,Gwangju,tech,45.3,57,220.0
2024-07-02 15:37:00,Seoul,fashion,49.5,52,226.0
2024-07-02 16:52:00,Daegu,fashion,20.5,64,201.0
2024-07-02 12:14:00,Gwangju,food,58.0,60,118.0
2024-07-02 14:36:00,Daegu,fashion,22.9,43,272.0
2024-07-02 18:53:00,Gwangju,fashion,44.1,49,276.0
2024-07-03 15:44:00,Busan,fashion,67.7,54,163.0
2024-07-03 14:10:00,Busan,home,62.5,48,476.0
2024-07-03 12:12:00,Busan,food,33.0,55,96.0
2024-07-03 20:04:00,Gwangju,home,68.6,56,81.0
2024-07-03 10:13:00,Seoul,tech,92.0,40,124.0
2024-07-03 12:22:00,Seoul,food,88.3,50,230.0
2024-07-03 10:08:00,Busan,home,80.9,52,237.0
2024-07-03 19:37:00,Busan,fashion,41.2,55,151.0
2024-07-03 15:50:00,Seoul,fashion,24.9,56,149.0
2024-07-03 13:48:00,Seoul,home,51.3,51,291.0
2024-07-03 12:06:00,Seoul,home,16.0,55,454.0
2024-07-03 13:28:00,Seoul,food,44.0,58,182.0
2024-07-03 18:49:00,Busan,tech,49.7,48,120.0
2024-07-03 12:28:00,Daegu,home,34.5,61,410.0
2024-07-03 22:31:00,Busan,fashion,69.3,44,59.0
2024-07-03 11:46:00,Gwangju,fashion,89.9,51,412.0
2024-07-03 22:31:00,Daegu,home,45.7,54,182.0
2024-07-03 20:06:00,Busan,fashion,76.2,58,444.0
2024-07-03 17:17:00,Busan,food,83.6,47,221.0
2024-07-03 16:11:00,Incheon,food,41.1,56,437.0
2024-07-03 13:57:00,Incheon,home,20.3,49,268.0
2024-07-03 16:08:00,Busan,food,46.2,44,240.0
2024-07-03 11:28:00,Gwangju,tech,34.5,40,173.0
2024-07-03 16:24:00,Busan,home,28.6,52,349.0
2024-07-03 12:44:00,Seoul,tech,46.4,56,209.0
2024-07-03 21:00:00,Daegu,food,64.3,44,180.0
2024-07-03 14:48:00,Daegu,fashion,64.9,66,479.0
2024-07-03 11:55:00,Seoul,tech,12.8,45,73.0
2024-07-03 16:44:00,Daegu,tech,66.1,49,208.0
2024-07-03 15:42:00,Busan,food,32.2,57,363.0
2024-07-03 13:33:00,Incheon,fashion,38.3,57,285.0
2024-07-03 10:15:00,Daegu,home,67.5,56,337.0
2024-07-03 22:17:00,Seoul,home,29.9,63,306.0
2024-07-03 20:13:00,Gwangju,fashion,36.8,65,438.0
2024-07-03 19:17:00,Daegu,tech,68.0,53,302.0
2024-07-03 16:02:00,Gwangju,fashion,40.6,55,192.0
2024-07-03 16:28:00,Seoul,food,66.3,60,155.0
2024-07-03 09:41:00,Busan,tech,10.0,43,470.0
2024-07-03 10:45:00,Incheon,food,79.0,48,332.0
2024-07-03 20:46:00,Seoul,tech,18.3,46,380.0
2024-07-03 08:44:00,Busan,home,74.4,52,460.0
2024-07-03 09:14:00,Seoul,food,71.2,56,238.0
2024-07-03 20:45:00,Daegu,tech,65.2,53,281.0
2024-07-03 13:33:00,Seoul,tech,13.3,57,147.0
2024-07-03 16:19:00,Busan,food,25.7,48,363.0
2024-07-03 12:31:00,Daegu,tech,66.1,55,453.0
2024-07-03 19:10:00,Seoul,home,33.9,41,480.0
2024-07-03 19:08:00,Seoul,food,76.2,45,52.0
2024-07-03 17:47:00,Busan,tech,17.3,44,84.0
2024-07-03 19:39:00,Gwangju,home,56.4,61,348.0
2024-07-03 16:12:00,Gwangju,food,89.1,57,433.0
2024-07-04 19:24:00,Gwangju,tech,19.5,54,447.0
2024-07-04 21:56:00,Daegu,fashion,84.3,41,385.0
2024-07-04 12:35:00,Busan,tech,78.1,45,88.0
2024-07-04 14:40:00,Seoul,home,33.4,53,401.0
2024-07-04 11:29:00,Busan,food,96.7,47,469.0
2024-07-04 11:03:00,Incheon,home,79.4,65,397.0
2024-07-04 18:53:00,Seoul,tech,65.9,55,391.0
2024-07-04 09:10:00,Seoul,tech,43.5,57,50.0
2024-07-04 12:33:00,Gwangju,home,48.4,49,408.0
2024-07-04 17:51:00,Busan,fashion,71.2,53,478.0
2024-07-04 12:27:00,Gwangju,food,91.9,56,190.0
2024-07-04 14:37:00,Busan,food,28.0,59,303.0
2024-07-04 16:26:00,Incheon,tech,28.3,39,254.0
2024-07-04 16:06:00,Daegu,food,21.8,52,267.0
2024-07-04 11:16:00,Incheon,home,48.7,43,79.0
2024-07-04 16:52:00,Busan,home,49.0,49,228.0
2024-07-04 22:37:00,Daegu,food,78.1,55,116.0
2024-07-04 11:45:00,Incheon,home,41.1,37,447.0
2024-07-04 10:12:00,Incheon,tech,45.7,41,360.0
2024-07-04 19:33:00,Busan,fashion,70.3,66,453.0
2024-07-04 17:08:00,Seoul,tech,94.2,65,403.0
2024-07-04 17:06:00,Daegu,home,59.8,52,266.0
2024-07-04 09:59:00,Busan,tech,17.3,36,122.0
2024-07-04 20:57:00,Daegu,fashion,52.3,55,245.0
2024-07-04 09:43:00,Busan,tech,74.7,43,82.0
2024-07-04 09:32:00,Incheon,food,88.1,55,241.0
2024-07-04 14:43:00,Incheon,home,13.6,59,247.0
2024-07-04 18:35:00,Busan,fashion,91.1,48,317.0
2024-07-04 20:11:00,Daegu,food,51.9,58,399.0
2024-07-04 15:29:00,Busan,home,43.6,50,81.0
2024-07-04 15:53:00,Incheon,food,50.1,50,317.0
2024-07-04 12:58:00,Seoul,food,45.9,59,315.0
2024-07-04 17:35:00,Gwangju,fashion,50.8,44,126.0
2024-07-04 16:09:00,Incheon,tech,23.1,49,477.0
2024-07-04 13:53:00,Incheon,home,13.3,55,264.0
2024-07-04 19:43:00,Incheon,fashion,88.1,43,171.0
2024-07-04 10:36:00,Incheon,tech,13.5,40,470.0
2024-07-04 14:48:00,Daegu,tech,71.9,48,359.0
2024-07-04 09:24:00,Busan,food,88.1,49,270.0
2024-07-04 17:19:00,Gwangju,home,73.4,43,486.0
2024-07-04 11:07:00,Gwangju,home,31.1,69,348.0
2024-07-04 22:42:00,Busan,tech,54.7,52,307.0
2024-07-04 09:07:00,Seoul,tech,92.7,52,422.0
2024-07-04 17:40:00,Busan,tech,69.2,59,305.0
2024-07-04 18:03:00,Busan,food,78.9,63,456.0
2024-07-04 20:22:00,Daegu,food,83.6,40,53.0
2024-07-04 14:11:00,Busan,fashion,60.7,47,318.0
2024-07-04 16:34:00,Incheon,tech,16.6,52,329.0
2024-07-04 15:02:00,Gwangju,tech,95.6,57,117.0
2024-07-04 16:14:00,Incheon,home,64.7,56,373.0
2024-07-04 21:44:00,Gwangju,fashion,48.8,61,480.0
2024-07-04 17:50:00,Incheon,food,53.1,43,328.0
2024-07-04 16:45:00,Daegu,food,82.3,51,325.0
2024-07-04 18:48:00,Gwangju,home,84.1,50,437.0
2024-07-04 19:30:00,Seoul,tech,26.7,62,89.0
2024-07-04 19:43:00,Gwangju,tech,20.1,50,407.0
2024-07-04 17:23:00,Busan,food,85.6,61,157.0
2024-07-04 18:49:00,Daegu,home,48.1,53,331.0
2024-07-04 15:49:00,Gwangju,fashion,31.2,59,291.0
2024-07-05 13:06:00,Daegu,tech,33.1,53,114.0
2024-07-05 14:06:00,Gwangju,tech,46.4,48,362.0
2024-07-05 22:59:00,Daegu,home,75.2,52,86.0
2024-07-05 10:32:00,Incheon,fashion,46.1,47,328.0
2024-07-05 15:59:00,Busan,home,82.0,44,446.0
2024-07-05 17:53:00,Incheon,food,51.1,43,220.0
2024-07-05 14:34:00,Busan,fashion,51.9,36,481.0
2024-07-05 12:30:00,Seoul,fashion,58.2,39,390.0
2024-07-05 14:11:00,Incheon,fashion,93.4,44,119.0
2024-07-05 22:39:00,Incheon,food,85.8,50,90.0
2024-07-05 18:32:00,Gwangju,home,55.6,42,103.0
2024-07-05 13:44:00,Busan,food,17.9,64,187.0
2024-07-05 15:22:00,Busan,home,88.6,42,309.0
2024-07-05 16:51:00,Busan,home,93.8,40,221.0
2024-07-05 20:29:00,Daegu,home,29.1,57,60.0
2024-07-05 12:34:00,Busan,tech,97.8,53,110.0
2024-07-05 19:35:00,Seoul,tech,90.8,58,479.0
2024-07-05 19:12:00,Gwangju,tech,16.1,46,248.0
2024-07-05 11:05:00,Gwangju,fashion,65.8,53,78.0
2024-07-05 18:09:00,Seoul,tech,53.6,56,184.0
2024-07-05 15:08:00,Daegu,food,20.9,46,361.0
2024-07-05 10:03:00,Incheon,fashion,30.6,44,128.0
2024-07-05 17:37:00,Busan,fashion,81.3,48,209.0
2024-07-05 16:21:00,Gwangju,food,79.2,50,167.0
2024-07-05 18:57:00,Gwangju,food,39.1,58,139.0
2024-07-05 10:31:00,Incheon,food,19.9,51,430.0
2024-07-05 11:25:00,Incheon,tech,39.2,55,219.0
2024-07-05 15:37:00,Busan,food,96.1,41,346.0
2024-07-05 21:01:00,Incheon,home,32.9,58,456.0
2024-07-05 15:10:00,Busan,home,90.6,53,80.0
2024-07-05 16:18:00,Gwangju,home,98.9,49,67.0
2024-07-05 18:00:00,Gwangju,fashion,16.4,55,183.0
2024-07-05 14:14:00,Daegu,fashion,80.5,47,297.0
2024-07-05 19:07:00,Busan,tech,17.4,50,402.0
2024-07-05 13:08:00,Busan,fashion,28.5,40,399.0
2024-07-05 17:57:00,Busan,tech,81.9,52,387.0
2024-07-05 19:59:00,Busan,fashion,13.9,40,93.0
2024-07-05 15:13:00,Incheon,tech,65.2,65,105.0
2024-07-05 13:45:00,Seoul,home,99.3,54,446.0
2024-07-05 13:46:00,Busan,food,78.0,49,378.0
2024-07-05 18:43:00,Daegu,home,59.1,33,109.0
2024-07-05 18:26:00,Busan,fashion,54.0,41,236.0
2024-07-06 17:53:00,Daegu,fashion,72.0,59,393.0
2024-07-06 12:41:00,Busan,home,83.1,45,446.0
2024-07-06 17:24:00,Busan,food,76.0,52,210.0
2024-07-06 18:51:00,Incheon,tech,86.3,56,390.0
2024-07-06 19:05:00,Daegu,food,21.2,48,401.0
2024-07-06 13:25:00,Gwangju,tech,47.1,54,329.0
2024-07-06 14:56:00,Gwangju,home,46.2,59,376.0
2024-07-06 11:57:00,Incheon,home,14.8,50,321.0
2024-07-06 09:18:00,Seoul,fashion,16.9,35,403.0
2024-07-06 18:30:00,Incheon,home,56.8,47,381.0
2024-07-06 13:51:00,Seoul,fashion,82.1,56,185.0
2024-07-06 12:05:00,Incheon,home,80.7,40,428.0
2024-07-06 15:08:00,Busan,home,28.3,42,314.0
2024-07-06 16:05:00,Seoul,fashion,36.9,64,243.0
2024-07-06 20:28:00,Gwangju,home,82.2,49,110.0
2024-07-06 10:38:00,Busan,fashion,49.3,55,122.0
2024-07-06 17:59:00,Seoul,fashion,93.0,49,177.0
2024-07-06 09:21:00,Incheon,fashion,32.2,61,172.0
2024-07-06 18:41:00,Seoul,food,34.1,42,71.0
2024-07-06 17:42:00,Seoul,food,57.9,48,455.0
2024-07-06 09:55:00,Daegu,home,21.5,60,423.0
2024-07-06 18:13:00,Seoul,food,98.3,45,139.0
2024-07-06 16:18:00,Daegu,food,95.2,70,60.0
2024-07-06 18:41:00,Seoul,fashion,71.5,44,294.0
2024-07-06 19:48:00,Seoul,tech,17.4,49,125.0
2024-07-06 21:47:00,Seoul,tech,18.8,59,387.0
2024-07-06 14:46:00,Incheon,fashion,51.3,43,124.0
2024-07-06 14:45:00,Incheon,tech,11.6,40,123.0
2024-07-06 13:40:00,Busan,home,79.5,49,292.0
2024-07-06 16:05:00,Incheon,fashion,84.0,47,484.0
2024-07-06 13:09:00,Incheon,home,78.2,45,339.0
2024-07-06 12:45:00,Busan,tech,50.3,51,326.0
2024-07-06 14:26:00,Busan,fashion,98.5,41,133.0
2024-07-06 20:59:00,Daegu,food,49.6,52,447.0
2024-07-06 19:45:00,Seoul,fashion,53.7,40,195.0
2024-07-06 22:57:00,Daegu,fashion,21.7,54,63.0
2024-07-06 19:25:00,Gwangju,fashion,26.9,51,191.0
2024-07-06 16:46:00,Incheon,home,38.3,45,446.0
2024-07-06 16:47:00,Gwangju,home,84.3,39,114.0
2024-07-06 14:46:00,Busan,tech,65.2,49,382.0
2024-07-06 19:29:00,Daegu,fashion,12.8,55,192.0
2024-07-06 08:46:00,Seoul,home,30.4,58,339.0
2024-07-06 17:24:00,Gwangju,fashion,78.7,48,457.0
2024-07-06 13:08:00,Daegu,home,69.8,45,352.0
2024-07-06 16:26:00,Busan,home,44.2,44,108.0
2024-07-06 15:13:00,Daegu,home,11.6,48,485.0
2024-07-06 11:56:00,Daegu,tech,92.0,55,423.0
2024-07-06 14:46:00,Incheon,tech,29.7,40,168.0
2024-07-06 10:32:00,Incheon,food,84.2,37,379.0
2024-07-06 17:58:00,Incheon,home,86.7,54,452.0
2024-07-06 12:54:00,Gwangju,tech,81.5,50,424.0
2024-07-06 17:32:00,Gwangju,food,57.3,49,203.0
2024-07-06 12:21:00,Gwangju,fashion,50.1,56,354.0
2024-07-06 11:03:00,Incheon,food,97.4,45,263.0
2024-07-06 22:07:00,Seoul,tech,42.6,49,113.0
2024-07-06 14:00:00,Seoul,food,52.6,53,251.0
2024-07-07 16:48:00,Seoul,tech,85.0,58,258.0
2024-07-07 15:41:00,Daegu,tech,93.9,48,328.0
2024-07-07 11:50:00,Daegu,fashion,61.7,33,468.0
2024-07-07 12:39:00,Incheon,fashion,47.0,61,324.0
2024-07-07 14:44:00,Busan,fashion,95.9,58,442.0
2024-07-07 13:03:00,Seoul,fashion,69.6,39,297.0
2024-07-07 20:11:00,Busan,fashion,41.9,64,355.0
2024-07-07 14:10:00,Gwangju,tech,55.2,41,119.0
2024-07-07 12:05:00,Daegu,food,91.2,36,114.0
2024-07-07 08:11:00,Daegu,fashion,53.7,52,105.0
2024-07-07 16:30:00,Seoul,fashion,83.5,37,433.0
2024-07-07 15:44:00,Seoul,food,87.6,52,223.0
2024-07-07 15:43:00,Seoul,fashion,18.9,60,217.0
2024-07-07 09:59:00,Seoul,home,43.7,42,114.0
2024-07-07 20:00:00,Incheon,fashion,12.3,53,203.0
2024-07-07 10:10:00,Seoul,food,70.9,52,148.0
2024-07-07 22:00:00,Incheon,food,22.6,50,277.0
2024-07-07 21:03:00,Busan,fashion,28.8,63,228.0
2024-07-07 14:14:00,Gwangju,tech,21.7,58,219.0
2024-07-07 16:05:00,Incheon,tech,84.4,68,223.0
2024-07-07 14:03:00,Gwangju,food,53.0,51,161.0
2024-07-07 19:02:00,Busan,tech,33.3,43,204.0
2024-07-07 13:43:00,Daegu,fashion,59.0,42,500.0
2024-07-07 12:33:00,Daegu,home,46.2,53,329.0
2024-07-07 13:20:00,Incheon,food,52.8,51,484.0
2024-07-07 20:10:00,Gwangju,fashion,88.3,41,106.0
2024-07-07 19:19:00,Seoul,tech,13.1,50,390.0
2024-07-07 16:54:00,Busan,home,35.7,43,224.0
2024-07-07 16:56:00,Daegu,tech,75.3,60,250.0
2024-07-07 17:46:00,Incheon,fashion,96.0,43,434.0
2024-07-07 15:48:00,Seoul,home,31.6,46,64.0
2024-07-07 22:30:00,Busan,home,93.6,50,340.0
2024-07-07 19:40:00,Daegu,home,57.6,38,70.0
2024-07-07 14:36:00,Seoul,fashion,22.9,56,346.0
2024-07-07 18:35:00,Daegu,tech,19.4,48,176.0
2024-07-07 17:30:00,Daegu,fashion,59.4,53,364.0
2024-07-07 08:18:00,Daegu,tech,37.0,37,408.0
2024-07-07 18:59:00,Busan,tech,73.9,53,439.0
2024-07-07 15:22:00,Daegu,tech,38.9,49,338.0
2024-07-07 22:20:00,Daegu,food,47.5,56,374.0
2024-07-07 20:09:00,Busan,home,66.2,37,159.0
2024-07-07 18:51:00,Gwangju,home,36.1,51,463.0
2024-07-07 18:11:00,Busan,tech,84.1,55,231.0
2024-07-07 11:48:00,Busan,food,14.2,45,78.0
2024-07-07 19:40:00,Gwangju,home,76.7,46,212.0
2024-07-07 13:26:00,Busan,home,61.5,48,471.0
2024-07-07 17:16:00,Busan,fashion,54.4,48,367.0
2024-07-07 08:22:00,Gwangju,food,88.8,43,108.0
2024-07-07 17:24:00,Seoul,food,52.8,39,223.0
2024-07-08 11:13:00,Daegu,home,10.3,59,298.0
2024-07-08 15:01:00,Seoul,food,88.3,55,408.0
2024-07-08 18:44:00,Busan,food,22.3,53,192.0
2024-07-08 17:20:00,Incheon,home,52.1,52,69.0
2024-07-08 17:48:00,Busan,food,34.1,58,221.0
2024-07-08 14:21:00,Seoul,home,95.4,46,170.0
2024-07-08 18:24:00,Incheon,tech,56.7,54,398.0
2024-07-08 18:39:00,Incheon,tech,87.1,51,222.0
2024-07-08 15:36:00,Gwangju,food,79.6,50,217.0
2024-07-08 08:42:00,Gwangju,home,59.4,60,296.0
2024-07-08 19:22:00,Seoul,home,51.2,48,80.0
2024-07-08 13:33:00,Busan,home,52.6,36,312.0
2024-07-08 22:54:00,Gwangju,home,99.2,37,151.0
2024-07-08 12:41:00,Seoul,tech,86.2,46,492.0
2024-07-08 16:03:00,Incheon,fashion,33.4,47,181.0
2024-07-08 16:46:00,Seoul,tech,15.6,41,334.0
2024-07-08 15:53:00,Seoul,tech,37.2,56,477.0
2024-07-08 21:05:00,Busan,tech,59.2,49,125.0
2024-07-08 15:43:00,Gwangju,fashion,70.7,50,347.0
2024-07-08 11:03:00,Daegu,home,99.5,51,247.0
2024-07-08 17:54:00,Busan,tech,11.3,58,210.0
2024-07-08 18:42:00,Gwangju,home,98.0,56,265.0
2024-07-08 18:46:00,Seoul,fashion,70.0,42,397.0
2024-07-08 16:08:00,Gwangju,tech,80.6,47,412.0
2024-07-08 10:41:00,Incheon,home,86.3,55,243.0
2024-07-08 09:02:00,Incheon,food,10.0,61,496.0
2024-07-08 21:00:00,Seoul,food,53.3,53,65.0
2024-07-08 10:38:00,Daegu,tech,42.1,56,304.0
2024-07-08 14:03:00,Seoul,tech,91.2,55,480.0
2024-07-08 12:55:00,Gwangju,food,95.5,52,311.0
2024-07-08 16:25:00,Daegu,fashion,22.9,48,431.0
2024-07-08 15:13:00,Incheon,fashion,52.9,50,316.0
2024-07-08 12:18:00,Incheon,tech,16.4,50,415.0
2024-07-08 19:35:00,Busan,food,79.4,53,444.0
2024-07-08 16:55:00,Incheon,fashion,93.8,48,289.0
2024-07-08 16:59:00,Gwangju,food,97.6,44,187.0
2024-07-08 13:50:00,Incheon,home,37.9,55,237.0
2024-07-08 18:57:00,Busan,tech,39.3,55,132.0
2024-07-08 15:58:00,Incheon,fashion,29.8,56,117.0
2024-07-08 15:54:00,Busan,tech,11.9,45,171.0
2024-07-08 17:21:00,Seoul,food,64.1,46,392.0
2024-07-08 11:00:00,Seoul,fashion,43.2,63,364.0
2024-07-08 18:58:00,Seoul,fashion,72.5,45,138.0
2024-07-08 14:05:00,Incheon,home,24.2,40,352.0
2024-07-08 15:00:00,Seoul,fashion,53.4,50,458.0
2024-07-08 09:42:00,Incheon,fashion,11.0,49,367.0
2024-07-08 19:56:00,Seoul,food,58.7,48,267.0
2024-07-08 11:47:00,Daegu,fashion,45.7,41,121.0
2024-07-08 14:22:00,Busan,home,83.5,50,191.0
2024-07-08 21:49:00,Daegu,fashion,11.1,54,297.0
2024-07-08 14:10:00,Gwangju,fashion,47.0,64,445.0
2024-07-08 17:55:00,Daegu,food,35.7,49,200.0
2024-07-08 10:46:00,Incheon,food,67.8,54,140.0
2024-07-08 15:53:00,Gwangju,home,99.1,46,462.0
2024-07-08 08:28:00,Busan,food,19.3,51,312.0
2024-07-08 13:48:00,Incheon,fashion,33.8,43,171.0
2024-07-08 14:09:00,Busan,fashion,63.6,37,363.0
2024-07-08 15:34:00,Busan,tech,67.7,54,304.0
2024-07-08 15:31:00,Seoul,fashion,34.4,52,476.0
2024-07-09 21:21:00,Daegu,home,10.6,56,218.0
2024-07-09 10:00:00,Seoul,food,62.5,44,481.0
2024-07-09 15:44:00,Busan,home,70.5,39,462.0
2024-07-09 15:14:00,Incheon,food,56.1,44,352.0
2024-07-09 18:44:00,Seoul,food,89.0,55,162.0
2024-07-09 13:04:00,Daegu,home,92.0,47,147.0
2024-07-09 17:15:00,Busan,tech,95.6,58,420.0
2024-07-09 21:12:00,Daegu,tech,56.2,45,242.0
2024-07-09 13:42:00,Seoul,fashion,34.2,47,350.0
2024-07-09 18:20:00,Busan,food,88.6,53,275.0
2024-07-09 16:42:00,Gwangju,fashion,15.8,58,250.0
2024-07-09 09:03:00,Gwangju,fashion,54.2,63,394.0
2024-07-09 15:49:00,Seoul,food,93.2,40,404.0
2024-07-09 21:49:00,Daegu,food,84.4,49,54.0
2024-07-09 21:26:00,Busan,fashion,32.9,55,443.0
2024-07-09 19:45:00,Gwangju,home,66.9,47,154.0
2024-07-09 14:08:00,Daegu,food,55.3,43,355.0
2024-07-09 19:22:00,Daegu,tech,49.5,52,353.0
2024-07-09 12:45:00,Incheon,fashion,54.0,48,438.0
2024-07-09 16:43:00,Busan,tech,24.5,38,125.0
2024-07-09 20:13:00,Busan,tech,67.1,52,145.0
2024-07-09 14:38:00,Daegu,tech,29.8,51,243.0
2024-07-09 16:09:00,Busan,food,28.3,46,309.0
2024-07-09 09:46:00,Gwangju,home,64.5,40,114.0
2024-07-09 17:06:00,Gwangju,food,78.8,54,478.0
2024-07-09 18:16:00,Daegu,food,70.6,48,150.0
2024-07-09 18:15:00,Seoul,tech,75.1,51,420.0
2024-07-09 19:50:00,Incheon,fashion,35.7,51,419.0
2024-07-09 15:14:00,Daegu,fashion,16.8,48,456.0
2024-07-09 13:31:00,Incheon,fashion,58.8,71,342.0
2024-07-09 10:01:00,Gwangju,food,99.0,33,82.0
2024-07-09 18:39:00,Daegu,fashion,43.3,49,346.0
