item_id,order_id,product_id,quantity,unit_price,item_discount,line_total
232,88,1784,4,21900,0,87600
233,89,402,2,1400,0,2800
234,89,206,3,5300,0,15900
235,90,243,4,36500,0,146000
236,91,1610,1,25000,0,25000
237,91,1189,2,12600,3900,21300
238,92,1833,2,348600,42000,655200
239,92,1527,4,552600,0,2210400
240,92,3,1,609800,0,609800
241,93,1916,3,17800,0,53400
242,94,1573,4,22800,0,91200
243,94,334,3,16000,6700,41300
244,94,1251,1,16900,0,16900
245,95,976,2,23700,0,47400
246,95,659,4,1700,0,6800
247,96,1818,1,16400,0,16400
248,97,1657,4,6600,0,26400
249,97,1911,3,27600,0,82800
250,97,1680,2,22300,0,44600
251,98,16,3,4200,600,12000
252,99,1424,1,21500,0,21500
253,99,1793,2,238700,66400,411000
254,99,1125,4,16000,0,64000
255,99,1568,4,35800,0,143200
256,99,1995,4,24500,12900,85100
257,100,981,1,22600,0,22600
258,101,1135,4,5500,0,22000
259,101,111,1,2700,0,2700
260,102,1977,2,1840700,0,3681400
261,102,464,1,19500,0,19500
262,103,804,3,8300,4000,20900
263,104,1310,4,50500,0,202000
264,105,1724,1,36500,0,36500
265,105,1431,2,14400,0,28800
266,105,25,4,4000,1800,14200
267,106,452,4,7200,0,28800
268,107,1658,4,849700,0,3398800
269,107,956,4,662700,215600,2435200
270,107,634,4,17100,0,68400
271,107,439,2,5800,600,11000
272,108,735,2,209600,0,419200
273,108,527,3,18500,0,55500
274,108,288,3,1400,0,4200
275,108,561,1,16500,0,16500
276,109,786,2,2600,0,5200
277,109,1597,2,413700,0,827400
278,109,1154,4,2600,1000,9400
279,110,1238,4,29500,18500,99500
280,110,1853,3,9500,0,28500
281,110,1512,2,766300,0,1532600
282,110,1146,3,362600,102000,985800
283,111,1046,1,45900,0,45900
284,112,1953,1,56500,0,56500
285,113,1424,4,22600,0,90400
286,113,1181,4,672300,0,2689200
287,113,54,4,76200,0,304800
288,113,337,3,51800,11000,144400
289,113,270,2,1700,0,3400
290,114,1551,4,13100,0,52400
291,114,137,2,9400,0,18800
292,114,1397,4,370900,0,1483600
293,115,5,4,7200,1400,27400
294,116,416,4,27300,14400,94800
295,117,1009,2,1300,0,2600
296,117,142,4,479400,204800,1712800
297,118,1418,2,19300,5800,32800
298,118,1847,2,259800,0,519600
299,119,1193,4,630800,303900,2219300
300,120,1610,4,26300,0,105200
301,120,1247,4,30000,0,120000
302,120,1541,3,175700,0,527100
303,121,1805,3,7400,0,22200
304,121,506,2,8100,0,16200
305,122,1342,4,20100,5800,74600
306,123,1665,2,25600,0,51200
307,123,669,1,7900,1100,6800
308,124,720,4,13600,0,54400
309,124,809,2,2000,0,4000
310,125,691,1,32600,0,32600
311,125,1778,4,13100,6300,46100
312,125,500,3,13600,6300,34500
313,126,1448,4,47700,0,190800
314,126,1051,2,6400,0,12800
315,126,1439,4,73000,18900,273100
316,126,1706,1,22700,1500,21200
317,126,978,2,9800,0,19600
318,127,1425,2,13800,0,27600
319,128,1729,1,2200,100,2100
320,128,1090,3,9500,0,28500
321,128,725,2,20100,0,40200
322,128,308,3,13800,0,41400
323,129,1226,1,5600,0,5600
324,129,716,1,15800,0,15800
325,129,550,2,28600,0,57200
326,129,836,1,43700,0,43700
327,130,1719,3,208600,85000,540800
328,130,1098,2,2900,0,5800
329,131,817,3,10400,0,31200
330,132,587,1,36200,3200,33000
331,132,1449,3,795300,0,2385900
332,132,1750,3,6400,0,19200
333,133,220,2,1900,300,3500
334,133,66,1,6400,0,6400
335,134,1153,2,19800,0,39600
336,134,1265,4,387600,0,1550400
337,135,1737,2,15500,0,31000
338,136,1519,2,5300,0,10600
339,136,930,2,564500,0,1129000
340,136,1661,2,6400,1100,11700
341,136,428,3,29200,0,87600
342,136,1225,3,17500,0,52500
343,136,756,4,4000,0,16000
344,137,944,1,33500,0,33500
345,137,276,2,20200,0,40400
346,137,1093,1,50600,0,50600
347,138,519,1,188700,13300,175400
348,138,418,1,22700,0,22700
349,138,942,1,16900,0,16900
350,138,1208,2,39600,11300,67900
351,138,948,1,34000,0,34000
352,138,448,2,28300,0,56600
353,139,267,1,3500,0,3500
354,139,1309,1,1202300,0,1202300
355,139,499,2,5000,700,9300
356,139,1330,3,12600,0,37800
357,139,1143,4,12000,0,48000
358,140,1211,1,38400,0,38400
359,141,1236,1,4700,0,4700
360,141,286,3,24500,7800,65700
361,141,1486,4,10400,0,41600
362,141,1800,4,41000,0,164000
363,142,991,1,9700,1100,8600
364,142,364,3,20600,0,61800
365,143,1873,4,9400,0,37600
366,143,1607,4,26500,0,106000
367,144,484,4,17300,0,69200
368,145,1453,1,8600,1000,7600
369,145,948,3,34000,0,102000
370,145,1273,4,1400,0,5600
371,145,429,3,15800,0,47400
372,145,1239,2,34600,0,69200
373,145,1561,3,9100,0,27300
374,146,1664,2,299700,0,599400
375,146,404,3,22200,0,66600
376,146,1106,1,10300,0,10300
377,147,1325,3,7900,0,23700
378,147,291,4,11200,0,44800
379,147,1045,2,5300,0,10600
380,147,168,1,235600,0,235600
381,148,410,4,45200,0,180800
382,149,1473,4,744600,0,2978400
383,150,1897,4,54200,0,216800
384,150,758,1,15100,0,15100
385,150,1848,4,15700,0,62800
386,150,1443,2,11800,0,23600
387,150,870,1,20200,0,20200
388,151,1217,3,28600,0,85800
389,152,1574,4,14500,4100,53900
390,152,1115,1,85700,14500,71200
391,152,349,3,5500,900,15600
392,153,1598,2,22300,0,44600
393,153,539,4,13400,0,53600
394,154,426,4,7700,2600,28200
395,155,1815,2,20900,0,41800
396,156,1967,1,6400,1100,5300
397,156,1551,3,14300,0,42900
398,156,1520,3,9600,4200,24600
399,157,1772,2,12800,4000,21600
400,157,490,2,400300,0,800600
401,157,1130,2,12500,0,25000
402,157,540,4,13600,0,54400
403,157,66,1,6500,500,6000
404,158,591,1,11700,0,11700
405,158,1973,4,147400,76900,512700
406,158,265,2,11800,0,23600
407,159,1432,4,22100,0,88400
408,159,352,1,16300,0,16300
409,159,259,3,47800,0,143400
410,160,1815,4,19900,0,79600
411,161,1231,3,365900,0,1097700
412,161,499,3,5200,1100,14500
413,161,1968,4,8900,0,35600
414,161,1759,4,1383500,0,5534000
415,161,673,2,26000,0,52000
416,161,218,4,10700,0,42800
417,162,1372,4,14200,5700,51100
418,162,1649,1,51600,0,51600
419,162,1404,3,14000,3000,39000
420,162,1478,4,628200,0,2512800
421,162,274,3,37300,0,111900
422,163,1434,4,11200,6000,38800
423,164,117,1,1072300,0,1072300
424,164,1596,1,25300,0,25300
425,165,620,2,52000,0,104000
426,165,1181,3,631700,0,1895100
427,165,1042,4,17800,0,71200
428,165,1671,4,36800,0,147200
429,165,501,1,11500,600,10900
430,166,12,3,7900,0,23700
431,166,1191,2,331200,0,662400
432,167,1487,3,7500,0,22500
433,167,971,4,28500,0,114000
434,168,437,2,7700,1000,14400
435,169,78,1,46400,0,46400
436,169,142,3,468600,225000,1180800
437,170,689,4,500200,0,2000800
438,170,1347,1,3600,0,3600
439,170,963,2,13900,0,27800
440,171,1938,3,25700,0,77100
441,171,1288,2,2500,400,4600
442,171,1728,1,3400,0,3400
443,172,615,3,487000,0,1461000
444,172,942,1,17700,0,17700
445,172,736,2,533200,0,1066400
446,173,154,3,359500,0,1078500
447,173,464,3,18700,5000,51100
448,174,928,3,24100,0,72300
449,174,263,4,7600,0,30400
450,174,1065,4,9900,0,39600
451,174,707,4,1276700,0,5106800
452,175,1363,3,6100,0,18300
453,175,1454,4,39100,0,156400
454,176,1393,1,39300,4500,34800
455,177,56,3,36900,0,110700
456,177,882,2,14400,0,28800
457,177,134,3,35200,7700,97900
458,177,451,1,5700,0,5700
459,178,976,4,24800,0,99200
460,178,1475,1,48700,0,48700
461,178,1336,1,17300,0,17300
462,178,632,1,27000,0,27000
463,179,1878,3,3300,0,9900
464,179,945,4,4500,1500,16500
465,179,931,2,15300,0,30600
466,180,1760,3,11800,0,35400
467,180,900,4,31200,0,124800
468,180,1120,1,15100,1700,13400
469,180,1554,1,8300,0,8300
470,180,1387,2,462100,91000,833200
471,180,472,1,5400,0,5400
472,180,1571,2,28000,0,56000
473,180,1511,1,18900,1900,17000
474,180,1725,3,30600,0,91800
475,181,1348,1,4000,0,4000
476,181,1748,3,21600,0,64800
477,181,102,1,28600,3100,25500
478,182,186,2,18600,0,37200
479,182,1290,4,14500,0,58000
480,182,1372,3,13700,0,41100
481,182,655,3,9300,0,27900
482,182,1679,4,27100,0,108400
483,183,479,2,48500,0,97000
484,183,1746,1,3900,0,3900
485,183,170,1,28000,0,28000
486,184,322,1,15600,0,15600
487,185,372,1,171400,0,171400
488,186,1671,3,37200,0,111600
489,186,1429,4,35700,0,142800
490,186,1701,4,4800,0,19200
491,186,1173,3,46800,0,140400
492,186,766,3,9500,0,28500
493,187,369,3,2200,0,6600
494,187,739,2,9200,0,18400
495,187,1342,4,21500,0,86000
496,188,1676,1,3600,0,3600
497,188,793,3,676500,0,2029500
498,188,462,3,33500,0,100500
499,188,1819,3,4000,0,12000
500,188,1514,2,34100,0,68200
501,189,1778,2,13300,0,26600
502,189,297,4,3700,900,13900
503,190,585,2,29300,6900,51700
504,190,1800,3,39800,0,119400
505,190,346,4,6300,0,25200
506,190,561,3,17600,0,52800
507,191,459,3,45100,0,135300
508,192,1621,1,7600,0,7600
509,192,1770,3,300100,0,900300
510,193,685,3,2800,1300,7100
511,193,1733,2,29500,0,59000
512,193,301,4,21100,0,84400
513,193,1732,1,10500,0,10500
514,194,515,4,20800,0,83200
515,195,1400,1,26000,0,26000
516,196,812,2,1176200,0,2352400
517,197,1094,3,4200,0,12600
518,198,466,1,1200200,0,1200200
519,198,884,3,202000,0,606000
520,199,1560,4,371500,135900,1350100
521,200,1917,3,274100,0,822300
522,201,1674,4,24400,0,97600
523,201,1815,1,21000,0,21000
524,201,1359,3,418400,206700,1048500
525,201,793,4,704600,0,2818400
526,202,187,1,4800,0,4800
527,202,1668,4,55900,20900,202700
528,203,1304,1,10200,0,10200
529,203,1090,1,9600,0,9600
530,203,1844,3,68600,0,205800
531,203,1889,2,20300,0,40600
532,203,963,3,14300,6900,36000
533,203,380,2,8200,0,16400
534,204,1734,3,91400,35700,238500
535,204,1934,1,11100,0,11100
536,205,1688,4,141900,0,567600
537,205,1787,3,15300,0,45900
538,205,312,1,19400,0,19400
539,205,1547,4,627700,0,2510800
540,206,1510,1,4600,500,4100
541,206,1932,2,8100,0,16200
542,206,1921,2,501200,0,1002400
543,206,577,2,2100,0,4200
544,206,272,3,9800,5200,24200
545,207,1682,2,3500,700,6300
546,208,797,2,910800,0,1821600
547,208,1321,4,27400,0,109600
548,208,536,3,35600,0,106800
549,209,242,3,36600,0,109800
550,209,913,1,21100,0,21100
551,209,1452,3,602400,0,1807200
552,209,1696,2,68800,7100,130500
553,210,1987,2,70800,0,141600
554,210,1724,3,34700,0,104100
555,211,1382,3,13200,5300,34300
556,211,1791,2,21500,7600,35400
557,212,394,4,1300,500,4700
558,212,1504,2,5600,0,11200
559,212,27,3,7100,0,21300
560,213,1244,1,240500,0,240500
561,213,163,2,29200,5700,52700
562,214,1877,1,315600,0,315600
563,214,1133,2,36700,0,73400
564,215,646,4,4200,0,16800
565,215,1122,3,307000,0,921000
566,215,1827,2,523400,0,1046800
567,216,349,4,5500,3200,18800
568,216,1724,1,37900,0,37900
569,217,567,4,25100,0,100400
570,217,1631,2,22900,0,45800
571,218,1956,3,4300,0,12900
572,219,129,2,42700,7600,77800
573,220,642,1,7000,0,7000
574,220,872,4,197000,0,788000
575,220,1458,3,29700,0,89100
576,220,253,4,14400,6000,51600
577,220,427,1,16900,0,16900
578,221,1157,1,14900,0,14900
579,221,847,1,47100,4200,42900
580,222,1357,2,17700,0,35400
581,222,134,3,34300,11800,91100
582,222,559,1,18100,2700,15400
583,222,138,4,18700,0,74800
584,223,766,2,9500,0,19000
585,223,443,2,90800,12800,168800
586,223,537,1,17500,0,17500
587,223,973,1,21000,2500,18500
588,223,750,3,595900,291300,1496400
589,223,1866,2,11300,0,22600
590,224,1867,2,6800,2000,11600
591,224,649,3,40200,14400,106200
592,225,1139,2,10300,1600,19000
593,225,1831,4,73900,0,295600
594,225,1205,3,8800,0,26400
595,225,161,3,555800,127200,1540200
596,225,1301,4,2500,0,10000
597,225,1215,1,23300,0,23300
598,226,976,4,23500,13000,81000
599,227,1875,2,32100,0,64200
600,227,89,1,473600,33400,440200
601,227,891,1,41200,0,41200
602,228,621,4,9400,1900,35700
603,229,1167,3,21700,10500,54600
604,230,200,1,537300,0,537300
605,230,1507,1,26700,0,26700
606,230,1873,3,9600,0,28800
607,230,633,3,46300,0,138900
608,230,780,2,11400,0,22800
609,230,111,4,2600,0,10400
610,230,599,3,4100,1700,10600
611,230,702,1,1485500,0,1485500
612,231,1945,3,291700,0,875100
613,231,1245,4,32200,0,128800
614,231,887,1,819300,0,819300
615,231,1402,4,17700,0,70800
616,232,881,1,14000,0,14000
617,233,1242,1,3400,200,3200
618,233,480,4,18500,0,74000
619,234,1676,1,3600,0,3600
620,235,1681,1,33500,0,33500
621,236,1238,2,28300,0,56600
622,236,576,2,737200,0,1474400
623,236,666,2,42900,4400,81400
624,236,1755,1,15300,2600,12700
625,237,643,4,271500,69000,1017000
626,238,307,1,8900,0,8900
627,238,655,1,9100,0,9100
628,239,1495,4,7100,0,28400
629,240,286,2,23400,0,46800
630,241,741,2,47500,0,95000
631,242,869,1,28600,0,28600
632,242,204,1,8000,0,8000
633,242,1692,2,481600,0,963200
634,242,1473,2,778200,0,1556400
635,243,933,1,801100,0,801100
636,243,1399,4,2600,0,10400
637,243,311,3,19400,3400,54800
638,244,634,4,18000,0,72000
639,244,1213,1,22400,3600,18800
640,245,455,2,29300,8300,50300
641,245,1855,1,30500,0,30500
642,245,1141,2,30500,7100,53900
643,246,400,1,32000,0,32000
644,246,354,3,41200,19600,104000
645,246,1135,4,6000,0,24000
646,246,1399,3,2600,0,7800
647,247,439,4,5600,0,22400
648,248,968,3,13900,0,41700
649,248,1030,4,13500,0,54000
650,248,1539,1,1935700,217000,1718700
651,248,1152,1,291400,0,291400
652,249,172,4,3500,0,14000
653,249,1330,1,12600,0,12600
654,249,444,4,312000,187100,1060900
655,249,257,2,1400,200,2600
656,250,1612,3,693600,322000,1758800
657,250,531,4,2000,0,8000
658,250,972,3,131500,0,394500
659,251,35,4,1400,0,5600
660,251,1287,2,442900,87000,798800
661,251,648,1,4700,0,4700
662,251,57,3,18500,6000,49500
663,251,1979,4,2000,0,8000
664,251,1505,4,587700,0,2350800
665,252,674,4,11600,0,46400
666,252,763,4,4100,0,16400
667,253,90,3,346000,0,1038000
668,253,1339,1,11600,0,11600
669,253,312,2,19900,0,39800
670,253,1322,2,3800,0,7600
671,254,911,1,508300,0,508300
672,254,1433,1,347800,0,347800
673,254,1581,1,297000,0,297000
674,254,768,4,29600,0,118400
675,254,565,4,6400,3500,22100
676,254,342,1,304700,0,304700
677,255,1653,1,3200,500,2700
678,255,339,2,100900,0,201800
679,256,1135,2,5600,0,11200
680,257,1176,1,3500,300,3200
681,257,136,4,16500,0,66000
682,257,1024,1,13200,0,13200
683,257,1742,4,326100,0,1304400
684,257,834,2,13700,4100,23300
685,258,1690,1,504200,60200,444000
686,258,1502,2,2041300,0,4082600
687,258,991,1,10000,0,10000
688,259,1883,4,41400,0,165600
689,259,494,4,9800,2900,36300
690,259,1121,2,329400,0,658800
691,259,529,4,229100,93500,822900
692,260,1766,1,39200,0,39200
693,261,1501,4,14400,0,57600
694,261,956,1,612600,0,612600
695,261,1671,4,34400,0,137600
696,261,1930,4,63900,0,255600
697,261,1677,1,3900,0,3900
698,261,1063,4,3500,0,14000
699,262,245,3,68700,0,206100
700,262,1557,3,14400,2600,40600
701,263,1469,2,17500,4000,31000
702,263,1239,2,34500,10400,58600
703,263,260,1,46700,0,46700
704,264,683,2,3400,0,6800
705,264,369,1,2100,200,1900
706,265,1838,1,2100,100,2000
707,265,1173,2,44700,0,89400
708,266,67,3,241700,0,725100
709,266,638,4,9100,0,36400
710,267,1144,2,12600,0,25200
711,268,155,3,8100,0,24300
712,268,341,3,18300,0,54900
713,269,720,1,14000,0,14000
714,270,1213,2,21200,0,42400
715,271,479,3,47000,0,141000
716,271,647,1,14300,1500,12800
717,271,144,3,21400,0,64200
718,271,1835,4,479500,0,1918000
719,272,1240,1,14000,2100,11900
720,273,1796,2,26500,7300,45700
721,273,156,1,2500,0,2500
722,274,779,4,1400,700,4900
723,274,878,4,2700,0,10800
724,274,1487,2,8100,0,16200
725,275,799,4,41700,0,166800
726,275,1232,4,14700,9400,49400
727,275,1078,3,17700,0,53100
728,276,670,1,55600,0,55600
729,277,1598,1,22100,0,22100
730,277,740,3,6700,0,20100
731,277,606,4,1600,0,6400
732,277,886,1,1700,0,1700
733,278,361,2,16000,2500,29500
734,278,234,4,3100,0,12400
735,279,1044,4,240700,0,962800
736,279,115,2,23300,0,46600
737,279,1370,2,23500,0,47000
738,279,948,4,34700,7100,131700
739,280,1796,3,26300,0,78900
740,281,1802,3,453200,0,1359600
741,281,282,1,52400,0,52400
742,281,281,2,9300,0,18600
743,281,1090,3,9100,0,27300
744,282,350,4,965400,0,3861600
745,282,1480,1,19600,0,19600
746,282,1151,2,1400,0,2800
747,283,753,3,14400,0,43200
748,283,1862,1,24400,0,24400
749,284,1142,2,21000,6900,35100
750,285,622,2,444000,0,888000
751,285,1995,3,25300,6100,69800
752,286,909,4,981000,567100,3356900
753,286,22,3,4500,0,13500
754,286,1637,4,20300,0,81200
755,286,25,4,4000,0,16000
756,287,80,3,1342000,0,4026000
757,287,917,1,22300,1900,20400
758,287,1023,1,298100,0,298100
759,288,1205,3,8900,0,26700
760,289,1572,4,451000,0,1804000
761,289,110,3,74900,0,224700
762,290,1130,3,13100,0,39300
763,290,904,3,2300,700,6200
764,290,684,3,630800,0,1892400
765,290,1827,4,545200,241600,1939200
766,290,527,1,17200,0,17200
767,291,273,1,353800,0,353800
768,291,1673,4,21700,4700,82100
769,292,303,1,3300,0,3300
770,292,1161,4,5700,0,22800
771,293,105,4,13900,0,55600
772,293,915,3,19200,4700,52900
773,294,488,2,407800,99300,716300
774,294,791,1,318200,0,318200
775,295,681,2,657900,0,1315800
776,295,409,1,13100,0,13100
777,296,1815,1,20900,0,20900
778,296,1404,1,14400,0,14400
779,296,1587,4,1400,0,5600
780,296,1024,2,13000,0,26000
781,297,1708,3,3700,0,11100
782,298,1916,3,17400,5100,47100
783,298,1385,3,257700,0,773100
784,298,1488,1,15600,0,15600
785,298,840,4,60300,0,241200
786,298,1979,2,1900,0,3800
787,298,1480,1,20400,2000,18400
788,299,822,2,4500,0,9000
789,299,367,1,4600,800,3800
790,300,1715,1,1400,200,1200
791,300,872,1,212500,0,212500
792,300,122,1,188100,0,188100
793,300,1441,4,24100,0,96400
794,300,1412,1,58800,0,58800
795,300,443,2,96100,11200,181000
796,301,1003,3,451700,0,1355100
797,302,1786,1,345000,53100,291900
798,302,287,4,288700,0,1154800
799,303,791,4,328600,160600,1153800
800,303,1736,4,156100,0,624400
801,303,409,4,13200,0,52800
802,303,1162,2,2000,0,4000
803,303,1570,3,9600,0,28800
804,304,874,4,28000,15700,96300
805,305,1825,3,19200,0,57600
806,305,906,4,12800,0,51200
807,305,1359,4,390000,0,1560000
808,305,1728,4,3400,0,13600
809,306,1954,1,10100,0,10100
810,306,884,3,199000,60600,536400
811,306,1895,4,8500,0,34000
812,306,1094,2,4400,0,8800
813,306,1874,1,455300,0,455300
814,307,245,4,73200,0,292800
815,307,916,4,13900,7400,48200
816,307,630,4,15000,0,60000
817,308,731,2,192500,0,385000
818,308,1098,1,2800,0,2800
819,308,663,3,219800,0,659400
820,309,1265,1,381800,0,381800
821,310,1,3,36100,0,108300
822,310,1828,1,12400,0,12400
823,310,1799,4,31700,13700,113100
824,311,769,3,10600,4700,27100
825,311,573,3,4600,0,13800
826,311,1731,2,7900,0,15800
827,312,1670,3,13100,0,39300
